id,age,gender,race,label,y_true,y_pred,logits,conf
angry_08e3f0a3bdb61ad94d5489195ff65b4a,40-49,Male,White,angry,0,0,"[6.861800193786621, 2.9284820556640625, -3.1909337043762207, -6.927940845489502, -7.2392449378967285, -0.35068202018737793, -2.546842336654663]",tensor(0.9800)
neutral_66e0caef40889012857562f63b60144d,00-02,Female,White,neutral,4,5,"[-0.8065738677978516, -9.85176944732666, -7.341485500335693, -7.989307403564453, 5.346325397491455, 6.156697750091553, -5.086648464202881]",tensor(0.6917)
neutral_caaabab610effc9afd66f8646bee63a8,50-59,Male,White,neutral,4,4,"[0.13026650249958038, -2.6051599979400635, -6.9041218757629395, -0.35798656940460205, 2.432173728942871, 0.562879204750061, -8.496965408325195]",tensor(0.7563)
sad_3ef4246c003733a4c541cecd34645d10,03-09,Female,White,sad,5,5,"[-5.349122524261475, -7.30893087387085, -5.8171515464782715, -4.7353339195251465, 1.3799189329147339, 9.434539794921875, -5.820115089416504]",tensor(0.9997)
surprise_f781b3d2bf28cee826a2f69846cdad14,30-39,Male,Latino_Hispanic,surprise,6,4,"[-6.370150566101074, -4.179008483886719, -3.6779403686523438, -1.1368564367294312, 1.9794281721115112, -2.6363494396209717, 1.3419791460037231]",tensor(0.6294)
sad_efc64a29e7c7a0cbbb0405ea41ad14de,20-29,Female,White,sad,5,5,"[-2.892164707183838, -0.6789968013763428, -3.1395974159240723, -7.14942741394043, 0.8053232431411743, 3.331949234008789, -5.488688945770264]",tensor(0.9076)
neutral_38f86f8a2893190a1f145865406f8f37,20-29,Male,Black,neutral,4,4,"[-2.8095474243164062, -8.999794960021973, -8.041006088256836, -3.5893442630767822, 7.810612201690674, 1.5308122634887695, -5.487642765045166]",tensor(0.9981)
fear_93f8b18fd1b7f176390ded6f218471b7,30-39,Male,White,fear,2,2,"[-2.674434185028076, -5.595644474029541, 6.921199321746826, -7.16262674331665, -1.2842154502868652, -6.103065490722656, 5.3932342529296875]",tensor(0.8215)
disgust_5cb1df32c8b8689a28a69149c45fd888,30-39,Male,White,disgust,1,1,"[3.0733518600463867, 5.601803302764893, -4.919670581817627, -2.8074893951416016, -1.2474535703659058, -2.4551918506622314, -5.826778411865234]",tensor(0.9247)
disgust_28a936d658ae8ff9dac679faf3c8f903,00-02,Female,White,disgust,1,0,"[5.8702592849731445, -0.44198688864707947, -3.418278455734253, -1.3678184747695923, -5.301349639892578, -4.55994176864624, -1.2297046184539795]",tensor(0.9965)
sad_4c587936ac4987a55491bb01ee3d1da2,20-29,Male,White,sad,5,4,"[-4.9470133781433105, -9.6931791305542, -7.812510967254639, 4.130096912384033, 4.132310390472412, 0.8815704584121704, -6.34062385559082]",tensor(0.4910)
sad_4a47f5e74a384fc2bf93c640109828ad,40-49,Female,White,sad,5,4,"[-2.104459762573242, -7.15170955657959, -5.40383768081665, -0.4859611988067627, 2.9027082920074463, 0.4522099792957306, -4.572270393371582]",tensor(0.8869)
angry_8600572a953707a7533674d7fc8b1888,20-29,Male,White,angry,0,0,"[5.185367107391357, -4.347760200500488, -0.6012380123138428, 2.2573907375335693, -4.942591190338135, -5.927522659301758, -2.9483983516693115]",tensor(0.9461)
sad_1327bcfe0277f78b29a2df45c7e0831d,03-09,Female,Latino_Hispanic,sad,5,3,"[-0.07737760245800018, -6.769469738006592, -5.752994537353516, 5.191246032714844, -2.21126389503479, -1.1883764266967773, -6.2106428146362305]",tensor(0.9926)
surprise_0fed3ae87d5386f9f92dc06da6b17a05,00-02,Female,White,surprise,6,4,"[-2.7547779083251953, -3.385373592376709, -5.859606742858887, -5.561274528503418, 3.7364389896392822, 0.6216186285018921, -2.872368574142456]",tensor(0.9540)
sad_1e37650d755df59c5bdb98b39e799db0,20-29,Female,White,sad,5,5,"[3.6878461837768555, -3.8127005100250244, -6.240267753601074, -8.502805709838867, 3.000509738922119, 4.398868083953857, -5.896159648895264]",tensor(0.5752)
happy_0a0d340ac5758306630d1929c2061b86,20-29,Male,Black,happy,3,4,"[-6.7892537117004395, -4.640047550201416, -5.422961711883545, 2.5835609436035156, 3.6179606914520264, -4.3529276847839355, -3.524639844894409]",tensor(0.7369)
sad_37d7474ff3ebeb96dd73ba7ee54d80fe,30-39,Male,Black,sad,5,5,"[-1.87434720993042, -7.472080230712891, -2.684021234512329, -1.8426117897033691, -3.8199667930603027, 10.128320693969727, -8.191666603088379]",tensor(1.0000)
sad_b086178f7543c61b8eb4b94234610ae6,20-29,Male,Indian,sad,5,5,"[-4.436224460601807, -7.479220390319824, -7.5114850997924805, 2.151981830596924, 2.692152738571167, 4.511645317077637, -6.8186492919921875]",tensor(0.7957)
fear_7260bc8a6ec76062afaae21382971c2a,20-29,Female,Middle Eastern,fear,2,2,"[-4.367972373962402, -7.15778112411499, 6.988985061645508, -7.933284759521484, -4.026095867156982, 4.523555755615234, -0.21700972318649292]",tensor(0.9210)
fear_39557e046a2d525841885d5ec2371af7,40-49,Male,White,fear,2,4,"[0.004423684440553188, -8.554522514343262, -0.5155468583106995, -10.814277648925781, 3.4935173988342285, -0.05072617530822754, 0.5838805437088013]",tensor(0.8833)
happy_02a9db2ba06584040b93452eb83223a8,70+,Female,White,happy,3,3,"[-5.979711532592773, -5.139640808105469, -1.6315314769744873, 6.027957439422607, -5.246939182281494, -2.5634498596191406, 2.145073890686035]",tensor(0.9792)
angry_12d16864047ae490e5a6856daa9cba20,20-29,Male,White,angry,0,4,"[-7.724499225616455, -10.585372924804688, -8.87753677368164, 4.884566783905029, 5.8826003074646, -3.4947311878204346, -2.5289626121520996]",tensor(0.7305)
sad_dd3d9f690b55b0595e69952b82f47237,20-29,Female,White,sad,5,5,"[-3.1111209392547607, -3.325906991958618, -0.26140132546424866, -1.556034803390503, -2.1200692653656006, 5.671558380126953, -5.074565887451172]",tensor(0.9959)
sad_d8828cde6855e18c8a87bed6af0d1510,20-29,Female,White,sad,5,5,"[-1.4227849245071411, -3.320934534072876, -1.613660454750061, 0.3559790849685669, -3.817917585372925, 3.98378586769104, -7.367567539215088]",tensor(0.9654)
sad_abcecb40c3d45bc9ed36256231b81a92,20-29,Male,White,sad,5,4,"[-4.279552459716797, -5.008412837982178, -5.63173770904541, -1.8292205333709717, 3.0294620990753174, 0.1634812355041504, -1.1665868759155273]",tensor(0.9251)
angry_565cf5ca201f3b3202bd8bf46e10d011,20-29,Male,White,angry,0,4,"[3.666271209716797, -7.398447513580322, -8.132038116455078, -6.1542887687683105, 5.196131706237793, -0.1248483657836914, -6.617519378662109]",tensor(0.8187)
neutral_43d0852bcf5dc649d42bbc5a84cb08b3,20-29,Female,White,neutral,4,4,"[-4.753145694732666, -7.398784637451172, -3.8198680877685547, -4.116987228393555, 5.786089897155762, -0.8707394003868103, 0.5936090350151062]",tensor(0.9931)
happy_696cd15844d851ff470324433d58a4b0,20-29,Male,White,happy,3,3,"[-4.830728054046631, -5.862119674682617, -4.661850929260254, 5.055841445922852, 0.20740851759910583, -4.904139518737793, 0.46346911787986755]",tensor(0.9822)
disgust_c29db77f146467675b9a547a32f78fe2,30-39,Male,Middle Eastern,disgust,1,2,"[-4.094342231750488, -9.124849319458008, 5.166219711303711, -6.960920333862305, -0.4742678701877594, -2.437721014022827, 0.6159381866455078]",tensor(0.9855)
neutral_0476ad07c5310846beeff6457b2bf43a,30-39,Male,White,neutral,4,4,"[-0.2933052182197571, -5.113486289978027, -12.98354721069336, -4.194766044616699, 8.043785095214844, -5.897202014923096, -3.7728281021118164]",tensor(0.9997)
neutral_3d9f9c418a11c8a91b213f5496d97533,00-02,Female,East Asian,neutral,4,6,"[-8.461094856262207, -9.926750183105469, -4.276106357574463, -2.1842854022979736, 2.9352922439575195, -3.2421715259552, 6.135426044464111]",tensor(0.9605)
sad_652893c8033269a4b24b6b364cdabb83,03-09,Female,White,sad,5,5,"[-3.3232438564300537, -4.83875846862793, -1.347791314125061, -4.913553714752197, -2.9471473693847656, 10.659916877746582, -7.293656349182129]",tensor(1.0000)
angry_9b1fd1d4116b851364760884d7054205,20-29,Male,White,angry,0,0,"[5.284538745880127, -3.306718587875366, 1.514111876487732, -0.3976437449455261, -4.740457057952881, -5.529305934906006, -2.1072604656219482]",tensor(0.9734)
neutral_d15d502b9f88281164f98e049d82925d,40-49,Male,White,neutral,4,4,"[-1.2662967443466187, -6.952463626861572, -1.5444456338882446, -5.08308744430542, 4.67165994644165, -0.019793778657913208, -2.0091354846954346]",tensor(0.9851)
fear_520946fe2484192e409466f3000b1336,40-49,Male,Latino_Hispanic,fear,2,2,"[-0.3617786169052124, -6.55799674987793, 3.4991884231567383, -8.909302711486816, 2.3301095962524414, -1.4544051885604858, -1.1623468399047852]",tensor(0.7417)
happy_41e82c1791f48cca03c7421aeb8dcf40,10-19,Female,Black,happy,3,3,"[-6.166255950927734, -2.684589385986328, -6.280228614807129, 9.1392822265625, -1.6434820890426636, -6.422348976135254, -3.016871213912964]",tensor(1.0000)
sad_c3f84c5cd353aa656e452524fe2573d8,60-69,Female,Latino_Hispanic,sad,5,5,"[-2.8820388317108154, -2.57899808883667, -5.712367534637451, -4.391572952270508, 2.106290340423584, 2.143505573272705, -2.443573236465454]",tensor(0.5023)
sad_99ce705dcad1eae1529aab03c6b59358,40-49,Male,White,sad,5,4,"[-4.099429607391357, -8.472663879394531, -2.782200813293457, -4.105648994445801, 2.775709867477417, 1.2410621643066406, 0.1647154986858368]",tensor(0.7722)
neutral_61d116bcb660d2fcbf5584ae4e7ccd9d,10-19,Female,White,neutral,4,4,"[-0.999210774898529, -7.2368059158325195, -8.058621406555176, 2.524916887283325, 5.362624645233154, -2.218787431716919, -7.066043853759766]",tensor(0.9427)
surprise_21bad02af387b852fe64a020be410de9,40-49,Female,Latino_Hispanic,surprise,6,3,"[-3.825373888015747, -2.606729507446289, -3.5622358322143555, 4.650943279266357, -0.35732120275497437, -5.2474870681762695, -0.16359004378318787]",tensor(0.9842)
angry_84d57890bca8fd9408779cef0c7741a1,40-49,Male,White,angry,0,5,"[2.279553174972534, -7.53824520111084, -5.225755214691162, -6.911326885223389, 2.231858491897583, 5.933102130889893, -5.23785400390625]",tensor(0.9518)
neutral_283940eda3c5f01d5f4967ec9323fcb1,20-29,Male,White,neutral,4,4,"[-3.8656997680664062, -6.771377086639404, -8.187424659729004, 0.6246698498725891, 7.4593329429626465, -1.0671770572662354, -8.349422454833984]",tensor(0.9987)
angry_1922d58aa5992eec184510d06555922f,30-39,Male,White,angry,0,4,"[-2.085967779159546, -11.649256706237793, -7.705628395080566, -3.55116605758667, 5.599087238311768, 2.3442721366882324, -4.254763603210449]",tensor(0.9623)
neutral_a70fefe1e93bc5f210779d2f5ba68ffe,30-39,Male,White,neutral,4,4,"[-1.5765215158462524, -11.159509658813477, -7.527102947235107, -1.4905872344970703, 8.124836921691895, 0.7267016172409058, -10.095488548278809]",tensor(0.9993)
fear_37d661a673fc4ef4576bef21346648b1,30-39,Male,East Asian,fear,2,2,"[-4.1578168869018555, -3.4778740406036377, 7.256007194519043, -7.015417098999023, -2.740689992904663, -2.2433152198791504, 2.0933804512023926]",tensor(0.9942)
surprise_ca92dcd52a632220d10067ff666110dc,50-59,Male,White,surprise,6,6,"[-5.941154479980469, -12.70028018951416, 2.9355599880218506, -7.664703845977783, -3.5462148189544678, -2.264812707901001, 8.295134544372559]",tensor(0.9953)
fear_f3d15a6ced65385f05fd84637005fa41,20-29,Male,Black,fear,2,2,"[-7.138131618499756, -7.574955463409424, 5.414052963256836, -9.099846839904785, -1.0972555875778198, 0.03566674888134003, 5.08939266204834]",tensor(0.5784)
neutral_4ee05381ef769590559d1db313a85bb1,30-39,Male,White,neutral,4,4,"[-2.1493704319000244, -11.084546089172363, -8.557059288024902, 0.02620423212647438, 6.995439052581787, 2.3214168548583984, -7.406730651855469]",tensor(0.9897)
angry_4adc0ec97bd04d70b1332fb9cc751ddb,40-49,Female,White,angry,0,0,"[7.204326152801514, 0.43251833319664, -8.898271560668945, -4.51380729675293, -1.6167168617248535, 2.3984568119049072, -8.376364707946777]",tensor(0.9906)
sad_9f93ee921a061ac82c751e82d2859cc0,30-39,Female,White,sad,5,5,"[-3.1139373779296875, -2.406834840774536, -6.472048759460449, -0.939117968082428, 1.7818636894226074, 4.737340450286865, -7.577734470367432]",tensor(0.9464)
angry_c844d7ec472fe7f5b3662d2f417d134c,00-02,Male,White,angry,0,0,"[9.476446151733398, -2.6875765323638916, -9.881990432739258, -8.663504600524902, -0.06185693293809891, -1.5566405057907104, -6.691076278686523]",tensor(0.9999)
fear_6fecc023ff51384a6f52077c584e484d,40-49,Male,White,fear,2,1,"[0.1874552220106125, 2.826364278793335, -0.02059793286025524, -3.6660208702087402, -2.329984188079834, -1.5937671661376953, -1.9582481384277344]",tensor(0.8642)
sad_21b703dfd83a9e22c544873fb9f0e556,10-19,Female,East Asian,sad,5,5,"[0.46773040294647217, -6.114877223968506, -5.810310363769531, -4.900638103485107, -2.0349345207214355, 9.432417869567871, -7.57889461517334]",tensor(0.9999)
surprise_a365ac8f68409d39175f65b644d804ee,10-19,Male,Latino_Hispanic,surprise,6,6,"[-5.473268985748291, -6.383763790130615, -5.759538650512695, 3.198826313018799, 1.71323823928833, -5.475228309631348, 4.113900661468506]",tensor(0.6705)
neutral_bd732638ba3f2dea51bb3fc72e01bd93,20-29,Male,White,neutral,4,4,"[-0.7459854483604431, -6.60896110534668, -0.17260269820690155, -4.490351676940918, 3.2914559841156006, -1.1640822887420654, -0.11893480271100998]",tensor(0.9140)
neutral_2e2634225567f75683576e47a0ab07f7,40-49,Male,Black,neutral,4,4,"[-2.088733434677124, -5.336611270904541, -7.935293197631836, 3.310917377471924, 4.011870861053467, -0.594045102596283, -7.92917013168335]",tensor(0.6629)
fear_0ba5b19f8f5e813a278b2d080a1dda98,50-59,Male,White,fear,2,3,"[-2.899681806564331, -6.778505325317383, -5.28895902633667, 3.0371737480163574, 2.407083511352539, -4.3162736892700195, -2.217315912246704]",tensor(0.6488)
surprise_6088514f7a1443ebaeee774e02a54885,20-29,Female,White,surprise,6,6,"[-4.818797588348389, -7.285634994506836, -0.7254258394241333, 2.6299262046813965, -3.3893916606903076, -9.064495086669922, 5.781919956207275]",tensor(0.9575)
sad_ca15b756d7a80bfac293e5f485b75b72,20-29,Female,East Asian,sad,5,4,"[-5.940685272216797, -8.651826858520508, -5.492855548858643, 0.13544487953186035, 4.732077121734619, -2.554844856262207, 0.9183156490325928]",tensor(0.9682)
angry_528293b416764fa31115a97005138f9a,50-59,Male,White,angry,0,0,"[4.225640773773193, 0.5215106010437012, -3.9638423919677734, -4.691481113433838, -2.0934948921203613, -2.289794683456421, -4.04379415512085]",tensor(0.9722)
sad_9f8447f5e42b58f7a1e7fcae17c9c45e,20-29,Male,White,sad,5,4,"[1.5078567266464233, -6.077184200286865, -3.1401519775390625, -9.459890365600586, 5.932302474975586, 2.6083831787109375, -11.44332218170166]",tensor(0.9541)
fear_a146944256e673864cc88f3f02f253cd,03-09,Male,Latino_Hispanic,fear,2,2,"[-7.315947532653809, -6.5722198486328125, 4.459781169891357, -2.856462240219116, -0.662244975566864, 1.3679633140563965, -0.14041727781295776]",tensor(0.9415)
fear_052cd5bc602c0768c064ab36e11e4b41,20-29,Female,White,fear,2,5,"[-6.219064712524414, -2.0145070552825928, 3.4914321899414062, -4.161999702453613, -3.0156893730163574, 6.440155506134033, -4.300012111663818]",tensor(0.9499)
disgust_120f3c7fe05e870eeabe651ba7ff18ed,03-09,Male,Latino_Hispanic,disgust,1,5,"[2.952173948287964, -3.3417789936065674, -3.106741428375244, -7.843558311462402, 0.9030631184577942, 3.1075198650360107, -3.6617774963378906]",tensor(0.5073)
sad_8cc0d3b0415ae460b8594ee9d58fe388,20-29,Male,White,sad,5,5,"[-0.9569280743598938, -4.925101280212402, 2.7296440601348877, -4.358750820159912, -3.7440686225891113, 6.399785041809082, -6.800951957702637]",tensor(0.9745)
neutral_12c21c169b91e02287eb9a9bc5d2a4aa,00-02,Female,East Asian,neutral,4,4,"[-6.918381214141846, -9.266907691955566, -3.7774436473846436, -3.8146796226501465, 4.993987083435059, 0.7275229096412659, -0.41832101345062256]",tensor(0.9815)
neutral_c2caf6d1a33eb2c16c3744c447fcf9bb,20-29,Female,White,neutral,4,4,"[-2.871152877807617, -2.382863759994507, -4.56265926361084, -2.3391306400299072, 3.818014144897461, -2.2585208415985107, -1.3219823837280273]",tensor(0.9864)
sad_0afa687d5f9cd351fc7237fd429e051a,40-49,Male,Latino_Hispanic,sad,5,4,"[2.9916751384735107, -8.323784828186035, -4.942996501922607, -4.441594123840332, 3.7866785526275635, -1.1339813470840454, -4.1325531005859375]",tensor(0.6851)
angry_4990cab0027df055ba4428822ee97e69,20-29,Female,White,angry,0,0,"[6.217077732086182, -0.4229647219181061, -4.3881025314331055, -8.264059066772461, -2.052252769470215, -5.6556220054626465, 0.5405250787734985]",tensor(0.9950)
surprise_b196b99997ac5fbc43119d3beda3fc45,20-29,Female,Indian,surprise,6,4,"[-4.02565336227417, -8.246355056762695, -5.862737655639648, -8.217057228088379, 5.114482402801514, 4.568715572357178, -2.5656800270080566]",tensor(0.6329)
angry_5cbace41405fd86b688aca64dd343f35,40-49,Female,White,angry,0,0,"[4.834318161010742, -5.423586845397949, 0.8472570776939392, -0.6488528847694397, -2.4503445625305176, -3.8349978923797607, -3.1488113403320312]",tensor(0.9766)
neutral_8d1a1d5f1af5203f7895e796e00ab8f0,03-09,Male,Latino_Hispanic,neutral,4,4,"[-5.69532585144043, -7.552967548370361, -5.006265640258789, 2.783939838409424, 4.361120223999023, -2.301384925842285, -2.9206912517547607]",tensor(0.8274)
happy_d5b04d140984cbca009f2ed28eb0c783,03-09,Male,White,happy,3,3,"[-5.684684753417969, -5.690735340118408, -3.016493797302246, 8.718090057373047, -3.9433367252349854, -6.7159810066223145, -0.4195691645145416]",tensor(0.9999)
sad_19b2f12c9fab1c7183c248820249b6f4,70+,Female,White,sad,5,1,"[-0.059756457805633545, 7.352889060974121, -5.416282653808594, -6.349954128265381, -5.401325702667236, 1.081554651260376, -5.4795026779174805]",tensor(0.9975)
sad_059200fc216036a0a2d128e51da1b173,40-49,Male,White,sad,5,4,"[-2.1589717864990234, -5.711727619171143, -4.961164474487305, 2.550769090652466, 2.9987800121307373, -2.18416428565979, -6.491978645324707]",tensor(0.6057)
happy_d9f18ac0f69e07e5b916550bf9d001d9,60-69,Male,Black,happy,3,3,"[-3.4443280696868896, -2.435298442840576, -5.480493068695068, 5.266747951507568, -0.25021567940711975, -4.985344886779785, -1.5531758069992065]",tensor(0.9942)
happy_e697e154a87f34e800735c53ae39fe78,10-19,Male,Indian,happy,3,3,"[-4.613619327545166, -7.683928489685059, -2.6094462871551514, 6.600350379943848, -4.778559684753418, -7.637256622314453, 4.707341194152832]",tensor(0.8690)
fear_42f29d8e367e26a307937c8c18844a7e,60-69,Male,White,fear,2,6,"[-9.446942329406738, -12.7247314453125, 4.696943283081055, 1.5906398296356201, -7.533090114593506, -5.53863000869751, 8.26396656036377]",tensor(0.9713)
neutral_5b119f046c8631a06388370aa2aea118,20-29,Female,White,neutral,4,4,"[-5.176632881164551, -6.7304863929748535, -6.355057239532471, 1.4268808364868164, 2.851235866546631, -1.5406807661056519, 1.7479959726333618]",tensor(0.6308)
angry_4eb4adeb1519e0b3dfc7dfdd07a088a1,03-09,Male,White,angry,0,4,"[-0.3335615396499634, -3.6218342781066895, -3.5698611736297607, -6.610770225524902, 2.462860584259033, 2.013512372970581, -3.6722359657287598]",tensor(0.5862)
fear_d610a66cd4e30c9f5ecc775735c6a859,20-29,Male,White,fear,2,2,"[1.4874091148376465, -5.739229679107666, 6.562793731689453, -2.964334487915039, -4.695456504821777, -2.757833242416382, -1.7682543992996216]",tensor(0.9934)
sad_a7e55b6ca1cb842c3d3442b59d4fa41f,00-02,Female,White,sad,5,5,"[-3.8801591396331787, -3.6375060081481934, -0.8660799860954285, -6.267971038818359, -3.1242165565490723, 9.07987117767334, -3.707162857055664]",tensor(0.9999)
fear_c11427bd8190e64abf026f96731b78de,50-59,Male,Indian,fear,2,4,"[-0.8257876634597778, -9.746809959411621, -3.3083908557891846, -0.4840601086616516, 4.373219013214111, -5.916110515594482, -6.092233657836914]",tensor(0.9864)
neutral_57fbfa2b0a527d0ad77175e45cd748fc,60-69,Male,White,neutral,4,5,"[-3.4197986125946045, -5.929361820220947, -6.506878852844238, -3.057493209838867, 1.522058367729187, 3.529010772705078, -1.1547889709472656]",tensor(0.8725)
fear_736d5f6dce63954ecab0e960b080df90,30-39,Male,White,fear,2,4,"[-3.2533347606658936, -4.182879447937012, -0.3973308205604553, -2.7976975440979004, 1.1259088516235352, -0.555464506149292, -2.3302531242370605]",tensor(0.6789)
neutral_2a56a5a6db49f7b3f871a2029283a3e4,40-49,Male,White,neutral,4,0,"[5.113119602203369, -7.7798051834106445, -6.524799346923828, -3.279560089111328, 3.3981683254241943, -3.094432830810547, -8.424154281616211]",tensor(0.8471)
happy_5f1c2dff17b16f088e1ae0d8602029e0,20-29,Female,White,happy,3,3,"[-2.093545436859131, -2.654163360595703, -4.9443230628967285, 6.733292102813721, -1.7776968479156494, -2.6762535572052, -4.832819938659668]",tensor(0.9995)
happy_f2f55be9274fb1b72b8d2b3fe544e0ca,20-29,Female,Latino_Hispanic,happy,3,3,"[-4.788867950439453, -2.933336019515991, -4.332810878753662, 7.668356895446777, -2.3170337677001953, -4.983964920043945, -1.651470422744751]",tensor(0.9998)
surprise_990426989ecdc19cae83c8745ef5ac8c,30-39,Male,Middle Eastern,surprise,6,2,"[-1.1763030290603638, -4.2807440757751465, 4.124433517456055, -2.6153173446655273, -2.2397899627685547, -4.157601833343506, 2.1642355918884277]",tensor(0.8702)
surprise_3222ab252253390aef9a6c1aec7e63d9,40-49,Female,White,surprise,6,4,"[-6.054583549499512, -12.6030912399292, -6.29564905166626, 2.599457263946533, 3.271097421646118, -2.9943649768829346, -1.8047654628753662]",tensor(0.6583)
sad_f3439788c3048f9eb8c28f1799876fb9,30-39,Male,White,sad,5,5,"[0.07901543378829956, -2.1639366149902344, -4.957012176513672, -5.0707316398620605, -0.46688517928123474, 4.295224666595459, -3.8779513835906982]",tensor(0.9753)
sad_957b6e4e4c5989f6e8e911e52e57582c,40-49,Male,White,sad,5,4,"[-4.07797384262085, -3.6493682861328125, -1.5446431636810303, -6.181931972503662, 3.3179705142974854, 1.4074854850769043, -2.058807373046875]",tensor(0.8606)
fear_c40f3eb38d1ddf84dc315ff032ea35f9,40-49,Male,Latino_Hispanic,fear,2,5,"[-1.0269790887832642, -1.508473515510559, -2.7856578826904297, -6.444365501403809, 1.7966185808181763, 2.6642374992370605, -3.4515018463134766]",tensor(0.6817)
fear_9fbd266dfb07190a56f35e0976d412da,00-02,Male,White,fear,2,5,"[-5.9014105796813965, -5.840604782104492, -3.9859824180603027, -0.445706844329834, 0.8689872026443481, 2.940451145172119, -2.15809965133667]",tensor(0.8567)
disgust_cacf1c839acc416cca16edb849a912eb,50-59,Female,White,disgust,1,3,"[-0.5723994970321655, -1.9405027627944946, -5.202190399169922, 3.7206921577453613, -1.0387499332427979, -3.37752628326416, -5.296903610229492]",tensor(0.9739)
fear_f3384f54862daaf431ee4b944a721da7,40-49,Male,White,fear,2,2,"[0.9706247448921204, -6.96364688873291, 1.4216909408569336, -5.423350811004639, 0.0732564851641655, -0.6951642036437988, 0.7111160159111023]",tensor(0.3985)
neutral_75431a80a9d0a3d877ba690bc6e93eb3,30-39,Male,White,neutral,4,4,"[-2.3084187507629395, -9.955171585083008, -5.9817118644714355, 0.6198347210884094, 4.34466552734375, -0.4202585220336914, -3.4741573333740234]",tensor(0.9668)
sad_d0abffe2511f6ec440c3502847a0fc1e,20-29,Female,White,sad,5,4,"[-4.916767597198486, -5.816349983215332, -7.434029579162598, 2.5436408519744873, 2.772937297821045, 1.7893787622451782, -5.532397270202637]",tensor(0.4608)
fear_a6d6c72e1651e420edc41e7e4422d6a3,30-39,Female,White,fear,2,2,"[-6.281438827514648, -7.529348373413086, 6.67783784866333, -0.31291428208351135, -5.341256141662598, 0.6174084544181824, -0.414741188287735]",tensor(0.9959)
disgust_587eb1c9dd9a5dac2669e7ac4d741442,20-29,Male,White,disgust,1,2,"[0.04721405357122421, -8.45340347290039, 3.5491132736206055, -7.767324924468994, 0.99809730052948, -5.937571048736572, 1.1341042518615723]",tensor(0.8350)
neutral_1f177f29503e7095bb481aa15bc31068,20-29,Female,White,neutral,4,4,"[-3.6465821266174316, -8.623871803283691, -3.027226686477661, -5.9573564529418945, 5.295418739318848, 1.2855504751205444, -0.9828035831451416]",tensor(0.9800)
sad_7ebab22eb789b9bb8266d5cbf6140b29,30-39,Female,Middle Eastern,sad,5,2,"[-2.7173869609832764, -3.344081163406372, 3.152907371520996, -12.90589427947998, -0.009894764050841331, 0.9323137998580933, -0.5872498750686646]",tensor(0.8482)
happy_8264ef0d95c01baa8b6e46c67975acb9,20-29,Female,White,happy,3,3,"[-4.543741226196289, -5.394664287567139, -6.144223690032959, 4.463166236877441, 3.5656518936157227, -2.945737600326538, -2.568795680999756]",tensor(0.7096)
neutral_e4be8b1542f4e384eee951d3d2880a24,10-19,Female,White,neutral,4,1,"[-3.46701717376709, 2.1208343505859375, -5.290426731109619, -3.2559125423431396, 0.99776691198349, -3.0997531414031982, -2.3816661834716797]",tensor(0.7403)
surprise_b8c4c5287ee1c777ae22590068be923b,20-29,Female,White,surprise,6,3,"[-5.392360210418701, -7.286016941070557, -3.101167917251587, 8.072245597839355, -4.831334590911865, -10.08516788482666, 3.8947551250457764]",tensor(0.9849)
sad_f35345be61d282d8d45a7251b7841abb,00-02,Female,White,sad,5,5,"[-4.3565144538879395, -6.418022155761719, -2.8394863605499268, -0.105901800096035, 0.29948657751083374, 3.0023772716522217, -2.441023588180542]",tensor(0.8931)
fear_1a451f15d3225bc36ac96d66185cc657,03-09,Male,Latino_Hispanic,fear,2,6,"[-6.58236837387085, -6.817440986633301, 1.6632577180862427, 1.1467618942260742, -0.8865866661071777, -1.871196985244751, 2.0711066722869873]",tensor(0.4687)
sad_2e35535b548561dca1c51b3f4c34802c,30-39,Male,Middle Eastern,sad,5,2,"[-1.6229538917541504, -6.990149021148682, 5.455719470977783, -5.917550086975098, -3.6835572719573975, -0.16220030188560486, -2.760686159133911]",tensor(0.9952)
