id,age,gender,race,label,y_true,y_pred,logits,conf
angry_08e3f0a3bdb61ad94d5489195ff65b4a,40-49,Male,White,angry,0,0,"[5.453774929046631, 5.336279392242432, -2.153346300125122, -7.316134452819824, -7.594857215881348, -1.0197679996490479, -4.75961446762085]",tensor(0.5288)
neutral_66e0caef40889012857562f63b60144d,00-02,Female,White,neutral,4,4,"[-0.3261663317680359, -6.414287567138672, -7.949801445007324, -5.23552942276001, 4.392622470855713, 3.159984588623047, -5.929937362670898]",tensor(0.7689)
neutral_caaabab610effc9afd66f8646bee63a8,50-59,Male,White,neutral,4,5,"[-1.2203044891357422, -5.243278503417969, -4.041326999664307, -4.404867649078369, -0.7049736976623535, 2.1667137145996094, -4.2237443923950195]",tensor(0.9123)
sad_3ef4246c003733a4c541cecd34645d10,03-09,Female,White,sad,5,5,"[-5.548255920410156, -1.8203322887420654, -6.538115501403809, -0.7880412936210632, -2.548896551132202, 6.210721015930176, -2.8356621265411377]",tensor(0.9985)
surprise_f781b3d2bf28cee826a2f69846cdad14,30-39,Male,Latino_Hispanic,surprise,6,4,"[-2.4425015449523926, -6.082623481750488, -3.817936897277832, -3.455045223236084, 3.1562769412994385, -2.264448642730713, -1.0388725996017456]",tensor(0.9751)
sad_efc64a29e7c7a0cbbb0405ea41ad14de,20-29,Female,White,sad,5,5,"[-5.853468894958496, -6.427773475646973, -3.3796072006225586, -0.2735116481781006, 1.8939179182052612, 4.513798713684082, -4.836205959320068]",tensor(0.9245)
neutral_38f86f8a2893190a1f145865406f8f37,20-29,Male,Black,neutral,4,4,"[-2.448352336883545, -7.756710529327393, -11.9993257522583, -6.710915565490723, 9.283056259155273, 3.6867194175720215, -5.82717752456665]",tensor(0.9963)
fear_93f8b18fd1b7f176390ded6f218471b7,30-39,Male,White,fear,2,2,"[-3.10245680809021, -3.3747308254241943, 3.7783761024475098, -4.103611946105957, -2.9879751205444336, -1.3072346448898315, 2.646084785461426]",tensor(0.7509)
disgust_5cb1df32c8b8689a28a69149c45fd888,30-39,Male,White,disgust,1,1,"[1.884148120880127, 7.16619348526001, -6.076046943664551, -3.0433976650238037, -2.8542420864105225, -0.82570481300354, -6.51472806930542]",tensor(0.9945)
disgust_28a936d658ae8ff9dac679faf3c8f903,00-02,Female,White,disgust,1,0,"[2.8179826736450195, -0.548589289188385, -3.022508382797241, -1.5523178577423096, -4.122737407684326, -3.262371778488159, -1.0222159624099731]",tensor(0.9304)
sad_4c587936ac4987a55491bb01ee3d1da2,20-29,Male,White,sad,5,4,"[-3.570185899734497, -7.771850109100342, -8.12632942199707, 3.695530891418457, 5.1514787673950195, -5.866730690002441, -3.9499335289001465]",tensor(0.8107)
sad_4a47f5e74a384fc2bf93c640109828ad,40-49,Female,White,sad,5,4,"[-3.5566275119781494, -7.9826507568359375, -5.12925386428833, -1.0104469060897827, 4.389107704162598, 2.5872271060943604, -6.691149711608887]",tensor(0.8547)
angry_8600572a953707a7533674d7fc8b1888,20-29,Male,White,angry,0,0,"[5.215470314025879, -6.599575996398926, 0.08924216032028198, 1.351150393486023, -6.197639465332031, -4.719001293182373, -1.31100594997406]",tensor(0.9723)
sad_1327bcfe0277f78b29a2df45c7e0831d,03-09,Female,Latino_Hispanic,sad,5,3,"[-5.822602272033691, -4.4993391036987305, -5.166688919067383, 4.682762145996094, -0.2550632953643799, -3.82918643951416, -1.1139185428619385]",tensor(0.9895)
surprise_0fed3ae87d5386f9f92dc06da6b17a05,00-02,Female,White,surprise,6,4,"[-10.938238143920898, -8.883060455322266, -0.8920137882232666, -3.2006516456604004, 4.646049976348877, -5.030820369720459, 3.589348554611206]",tensor(0.7397)
sad_1e37650d755df59c5bdb98b39e799db0,20-29,Female,White,sad,5,4,"[-4.400899887084961, -1.9435806274414062, -4.8381218910217285, -4.752431869506836, 2.7818360328674316, 1.8015207052230835, -0.5758965611457825]",tensor(0.7039)
happy_0a0d340ac5758306630d1929c2061b86,20-29,Male,Black,happy,3,4,"[-3.1563162803649902, -0.12722857296466827, -6.187664985656738, 1.2106117010116577, 3.192154884338379, -4.870709419250488, -3.3217179775238037]",tensor(0.8491)
sad_37d7474ff3ebeb96dd73ba7ee54d80fe,30-39,Male,Black,sad,5,5,"[-7.572560787200928, -2.4080395698547363, -4.621475696563721, -2.250753402709961, -8.54003620147705, 14.572746276855469, -8.74909496307373]",tensor(1.0000)
sad_b086178f7543c61b8eb4b94234610ae6,20-29,Male,Indian,sad,5,5,"[-2.4061570167541504, -4.470355033874512, -4.40936279296875, 0.6736908555030823, 0.012074964120984077, 3.454833507537842, -5.785461902618408]",tensor(0.9110)
fear_7260bc8a6ec76062afaae21382971c2a,20-29,Female,Middle Eastern,fear,2,5,"[-0.935055136680603, -7.570641040802002, 2.7001423835754395, -8.936559677124023, -3.0569283962249756, 2.8173987865448, -3.9807260036468506]",tensor(0.5217)
fear_39557e046a2d525841885d5ec2371af7,40-49,Male,White,fear,2,4,"[0.7258801460266113, -6.731595516204834, -4.86743688583374, -5.763682842254639, 4.092703819274902, -2.3289616107940674, -0.39368003606796265]",tensor(0.9546)
happy_02a9db2ba06584040b93452eb83223a8,70+,Female,White,happy,3,3,"[-4.483799457550049, -4.4685773849487305, -2.7812118530273438, 6.440226078033447, -5.667786598205566, -1.5990632772445679, -0.9797422289848328]",tensor(0.9989)
angry_12d16864047ae490e5a6856daa9cba20,20-29,Male,White,angry,0,3,"[-6.777359485626221, -6.779421806335449, -7.678412437438965, 5.921262741088867, 4.60009765625, -4.593074798583984, -2.9436862468719482]",tensor(0.7893)
sad_dd3d9f690b55b0595e69952b82f47237,20-29,Female,White,sad,5,5,"[-6.9556145668029785, -4.790685176849365, -5.379788398742676, 2.6282520294189453, -1.9602062702178955, 5.16686487197876, -5.0451226234436035]",tensor(0.9260)
sad_d8828cde6855e18c8a87bed6af0d1510,20-29,Female,White,sad,5,5,"[-2.190849781036377, -3.263558864593506, -2.4698917865753174, 1.6417416334152222, -5.952998638153076, 3.2416837215423584, -4.82053804397583]",tensor(0.8254)
sad_abcecb40c3d45bc9ed36256231b81a92,20-29,Male,White,sad,5,4,"[-2.8717167377471924, -3.6572072505950928, -6.297322750091553, -2.7886288166046143, 3.108682870864868, -3.1701245307922363, 0.33525723218917847]",tensor(0.9339)
angry_565cf5ca201f3b3202bd8bf46e10d011,20-29,Male,White,angry,0,4,"[-0.5025650858879089, -7.778781890869141, -3.8754096031188965, -5.612473011016846, 5.8206963539123535, -0.4820525646209717, -4.809692859649658]",tensor(0.9963)
neutral_43d0852bcf5dc649d42bbc5a84cb08b3,20-29,Female,White,neutral,4,4,"[-3.395137310028076, -9.707490921020508, -4.020823001861572, -3.3576011657714844, 4.515438079833984, -2.553276777267456, 1.0721322298049927]",tensor(0.9673)
happy_696cd15844d851ff470324433d58a4b0,20-29,Male,White,happy,3,3,"[-7.458710193634033, -4.868800640106201, -5.954842567443848, 8.659119606018066, -0.6825730800628662, -6.551512718200684, -0.6308376789093018]",tensor(0.9998)
disgust_c29db77f146467675b9a547a32f78fe2,30-39,Male,Middle Eastern,disgust,1,2,"[1.5152157545089722, -1.7224490642547607, 3.506497383117676, -9.79166030883789, -0.9920329451560974, -4.436014175415039, -2.497380018234253]",tensor(0.8652)
neutral_0476ad07c5310846beeff6457b2bf43a,30-39,Male,White,neutral,4,4,"[-0.5142132639884949, -9.93638801574707, -7.590123176574707, -1.748735785484314, 6.330687046051025, -6.875136852264404, -3.192875623703003]",tensor(0.9986)
neutral_3d9f9c418a11c8a91b213f5496d97533,00-02,Female,East Asian,neutral,4,6,"[-5.671851634979248, -6.683032035827637, -2.262281656265259, -3.9733784198760986, 1.7901254892349243, -2.634213924407959, 4.265726089477539]",tensor(0.9200)
