id,age,gender,race,label,y_true,y_pred,logits,conf
angry_08e3f0a3bdb61ad94d5489195ff65b4a,40-49,Male,White,angry,0,1,"[2.3285634517669678, 5.447109699249268, 1.328780174255371, -6.843752384185791, -8.626693725585938, 0.23201237618923187, -2.171337842941284]",tensor(0.9377)
neutral_66e0caef40889012857562f63b60144d,00-02,Female,White,neutral,4,0,"[5.686832427978516, -5.841022968292236, -7.956307888031006, -7.848758220672607, 3.4671642780303955, 3.1248631477355957, -7.460048198699951]",tensor(0.8433)
neutral_caaabab610effc9afd66f8646bee63a8,50-59,Male,White,neutral,4,4,"[-4.225217342376709, -3.3431360721588135, -4.58164119720459, -2.7849607467651367, 2.107020616531372, -1.6688681840896606, -1.6038620471954346]",tensor(0.9414)
sad_3ef4246c003733a4c541cecd34645d10,03-09,Female,White,sad,5,5,"[-2.3960788249969482, -6.304529666900635, -6.618074417114258, -3.846782684326172, -1.388895034790039, 11.263665199279785, -10.427271842956543]",tensor(1.0000)
surprise_f781b3d2bf28cee826a2f69846cdad14,30-39,Male,Latino_Hispanic,surprise,6,5,"[-5.799921989440918, -3.423776865005493, -0.8492888808250427, -5.21885871887207, 0.9292308688163757, 2.949483871459961, -2.4368672370910645]",tensor(0.8608)
sad_efc64a29e7c7a0cbbb0405ea41ad14de,20-29,Female,White,sad,5,4,"[-2.022789239883423, -5.096573352813721, -4.922533988952637, -3.029637098312378, 2.4818058013916016, 0.10250143706798553, -4.4527974128723145]",tensor(0.9011)
neutral_38f86f8a2893190a1f145865406f8f37,20-29,Male,Black,neutral,4,4,"[-1.5652879476547241, -3.93231463432312, -9.969731330871582, -4.539732933044434, 6.728896617889404, 4.354950428009033, -7.525010585784912]",tensor(0.9146)
fear_93f8b18fd1b7f176390ded6f218471b7,30-39,Male,White,fear,2,2,"[-4.638428211212158, -6.477744102478027, 4.86338996887207, -4.510214805603027, -1.750002145767212, -2.814666748046875, 3.6931915283203125]",tensor(0.7620)
disgust_5cb1df32c8b8689a28a69149c45fd888,30-39,Male,White,disgust,1,1,"[2.3566606044769287, 4.16314172744751, -5.857473850250244, -4.528021812438965, 0.5538445115089417, 1.045388102531433, -7.282395362854004]",tensor(0.8092)
disgust_28a936d658ae8ff9dac679faf3c8f903,00-02,Female,White,disgust,1,0,"[7.283958435058594, 1.8029884099960327, -4.146892547607422, -3.3044023513793945, -5.340707302093506, -4.1547040939331055, -2.633470058441162]",tensor(0.9958)
sad_4c587936ac4987a55491bb01ee3d1da2,20-29,Male,White,sad,5,4,"[-5.304129600524902, -10.84223461151123, -9.480767250061035, 2.8208694458007812, 9.256808280944824, -5.0505146980285645, -5.360438346862793]",tensor(0.9984)
sad_4a47f5e74a384fc2bf93c640109828ad,40-49,Female,White,sad,5,4,"[-1.5728788375854492, -3.8774216175079346, -5.452488899230957, 0.6917381882667542, 2.466402769088745, -0.2525656521320343, -5.955109596252441]",tensor(0.7965)
angry_8600572a953707a7533674d7fc8b1888,20-29,Male,White,angry,0,0,"[6.5215229988098145, -4.38419771194458, 0.43224477767944336, 1.342236876487732, -7.260332107543945, -4.824323654174805, -3.155441999435425]",tensor(0.9921)
sad_1327bcfe0277f78b29a2df45c7e0831d,03-09,Female,Latino_Hispanic,sad,5,3,"[-5.750074863433838, -6.543513774871826, -3.0777978897094727, 6.896998405456543, -4.089241027832031, -1.5122480392456055, -3.435455799102783]",tensor(0.9997)
surprise_0fed3ae87d5386f9f92dc06da6b17a05,00-02,Female,White,surprise,6,4,"[-6.501491069793701, -10.111886978149414, -5.4352922439575195, -4.898983955383301, 5.883439064025879, 0.17563241720199585, -0.14357203245162964]",tensor(0.9943)
