id,age,gender,race,label,y_true,y_pred,logits,conf
angry_08e3f0a3bdb61ad94d5489195ff65b4a,40-49,Male,White,angry,0,0,"[7.241725921630859, 2.882380962371826, -0.39546138048171997, -4.301309585571289, -4.2764787673950195, -1.9760545492172241, -3.9837141036987305]",tensor(0.9868)
neutral_66e0caef40889012857562f63b60144d,00-02,Female,White,neutral,4,0,"[4.039862632751465, -3.2984375953674316, -2.067176580429077, -4.095448017120361, 2.5132555961608887, -2.732969284057617, 0.06638994067907333]",tensor(0.8062)
neutral_caaabab610effc9afd66f8646bee63a8,50-59,Male,White,neutral,4,0,"[2.4495105743408203, -2.5869994163513184, 0.46797242760658264, -5.3179850578308105, 0.3290448486804962, -0.38640546798706055, -1.901838779449463]",tensor(0.7483)
sad_3ef4246c003733a4c541cecd34645d10,03-09,Female,White,sad,5,5,"[-2.619589328765869, -2.3909034729003906, -3.073901414871216, -2.665097236633301, 1.177082896232605, 7.8658223152160645, -4.273331165313721]",tensor(0.9986)
surprise_f781b3d2bf28cee826a2f69846cdad14,30-39,Male,Latino_Hispanic,surprise,6,4,"[-6.572251319885254, -4.88211727142334, -2.9150607585906982, -0.6883593797683716, 5.790696620941162, -1.9755439758300781, 4.395491123199463]",tensor(0.8000)
sad_efc64a29e7c7a0cbbb0405ea41ad14de,20-29,Female,White,sad,5,5,"[-2.895145893096924, -1.0916668176651, -3.250434637069702, -0.5018036961555481, 1.0061708688735962, 2.747133255004883, -3.1728711128234863]",tensor(0.8036)
neutral_38f86f8a2893190a1f145865406f8f37,20-29,Male,Black,neutral,4,4,"[-4.023756980895996, -2.795897960662842, -4.409860610961914, -4.1053948402404785, 6.66569185256958, 5.028730869293213, -3.128079891204834]",tensor(0.8370)
fear_93f8b18fd1b7f176390ded6f218471b7,30-39,Male,White,fear,2,6,"[1.8720052242279053, -6.210793495178223, 2.2673656940460205, -6.185677528381348, -1.0133366584777832, -6.0017523765563965, 6.15414571762085]",tensor(0.9661)
disgust_5cb1df32c8b8689a28a69149c45fd888,30-39,Male,White,disgust,1,5,"[0.7604977488517761, 0.1383735090494156, -2.5383870601654053, -0.7757642269134521, 0.048178911209106445, 0.9498254060745239, -4.778345584869385]",tensor(0.3461)
disgust_28a936d658ae8ff9dac679faf3c8f903,00-02,Female,White,disgust,1,0,"[7.682181358337402, 1.349401593208313, -2.942085027694702, -2.024883270263672, -3.1001639366149902, -6.306282043457031, -0.5952512621879578]",tensor(0.9979)
sad_4c587936ac4987a55491bb01ee3d1da2,20-29,Male,White,sad,5,4,"[-1.0729827880859375, -3.888625383377075, -4.478188514709473, 3.2351324558258057, 4.52273416519165, -1.4398126602172852, -2.84236478805542]",tensor(0.7793)
sad_4a47f5e74a384fc2bf93c640109828ad,40-49,Female,White,sad,5,4,"[-0.08800045400857925, -1.7431883811950684, -5.427474021911621, -0.0032026711851358414, 6.20706844329834, -1.5444841384887695, -3.8160746097564697]",tensor(0.9953)
angry_8600572a953707a7533674d7fc8b1888,20-29,Male,White,angry,0,0,"[5.801468849182129, -0.5307052731513977, 2.196415901184082, -3.555201768875122, -5.803222179412842, -3.92202091217041, -1.2245447635650635]",tensor(0.9709)
sad_1327bcfe0277f78b29a2df45c7e0831d,03-09,Female,Latino_Hispanic,sad,5,3,"[-4.228250503540039, -2.5480456352233887, -2.0072898864746094, 4.662649631500244, -0.779682993888855, -0.4387688934803009, -1.394281029701233]",tensor(0.9853)
surprise_0fed3ae87d5386f9f92dc06da6b17a05,00-02,Female,White,surprise,6,6,"[1.341554045677185, -2.080343246459961, -0.528006911277771, -3.5307564735412598, -0.0392211452126503, -3.1359305381774902, 1.38017737865448]",tensor(0.4163)
sad_1e37650d755df59c5bdb98b39e799db0,20-29,Female,White,sad,5,4,"[1.512760877609253, -3.956111192703247, -1.8446804285049438, -5.073238849639893, 3.0065500736236572, 0.30972355604171753, -0.7065832614898682]",tensor(0.7545)
happy_0a0d340ac5758306630d1929c2061b86,20-29,Male,Black,happy,3,3,"[-4.546226501464844, -2.8672995567321777, -4.318310737609863, 4.376651287078857, 4.101080894470215, -3.144838571548462, -0.6363916397094727]",tensor(0.5658)
sad_37d7474ff3ebeb96dd73ba7ee54d80fe,30-39,Male,Black,sad,5,5,"[-5.687444686889648, -1.7110545635223389, 0.00852593407034874, -0.8135340213775635, -3.849785804748535, 9.859586715698242, -4.354383945465088]",tensor(0.9999)
sad_b086178f7543c61b8eb4b94234610ae6,20-29,Male,Indian,sad,5,3,"[-4.056940078735352, -3.25799560546875, -4.042750835418701, 3.854989528656006, 2.9414570331573486, 0.5077924132347107, -2.094604015350342]",tensor(0.6942)
fear_7260bc8a6ec76062afaae21382971c2a,20-29,Female,Middle Eastern,fear,2,2,"[-1.3834333419799805, -3.0550265312194824, 2.7466909885406494, -3.1846413612365723, -4.543750762939453, 2.7327897548675537, -1.2576508522033691]",tensor(0.4934)
fear_39557e046a2d525841885d5ec2371af7,40-49,Male,White,fear,2,4,"[-5.320662021636963, -5.768641948699951, -1.8989084959030151, -4.755585670471191, 7.326070308685303, -1.1635793447494507, 3.8779125213623047]",tensor(0.9689)
happy_02a9db2ba06584040b93452eb83223a8,70+,Female,White,happy,3,3,"[-3.035658359527588, -3.873363971710205, -1.3239187002182007, 5.799344539642334, -3.275352954864502, -2.5833582878112793, 0.8645288348197937]",tensor(0.9915)
angry_12d16864047ae490e5a6856daa9cba20,20-29,Male,White,angry,0,4,"[-3.583987236022949, -4.808355808258057, -5.645769119262695, 4.511753559112549, 6.216131687164307, -0.8002768754959106, -3.152827739715576]",tensor(0.8453)
sad_dd3d9f690b55b0595e69952b82f47237,20-29,Female,White,sad,5,5,"[-4.083653450012207, -2.133531332015991, -2.68375825881958, 3.3381948471069336, -1.7645286321640015, 4.994685173034668, -3.2805685997009277]",tensor(0.8378)
sad_d8828cde6855e18c8a87bed6af0d1510,20-29,Female,White,sad,5,3,"[-1.8718507289886475, -2.334381103515625, -0.9803555607795715, 4.474430561065674, -3.4142518043518066, 0.2657063603401184, -2.7378203868865967]",tensor(0.9774)
sad_abcecb40c3d45bc9ed36256231b81a92,20-29,Male,White,sad,5,4,"[-1.4226818084716797, -3.479771137237549, -4.07339334487915, -0.4670855700969696, 5.784323215484619, -2.8825573921203613, 0.8283882737159729]",tensor(0.9901)
angry_565cf5ca201f3b3202bd8bf46e10d011,20-29,Male,White,angry,0,4,"[-1.560190200805664, -5.936813831329346, -6.788619041442871, -1.677502989768982, 11.491841316223145, -0.3792400360107422, -3.319877862930298]",tensor(1.0000)
neutral_43d0852bcf5dc649d42bbc5a84cb08b3,20-29,Female,White,neutral,4,4,"[-1.7188746929168701, -3.8955612182617188, -4.673112869262695, 0.9523178339004517, 5.54897928237915, -0.4863625168800354, -2.1711270809173584]",tensor(0.9865)
happy_696cd15844d851ff470324433d58a4b0,20-29,Male,White,happy,3,3,"[-2.9002721309661865, -3.2906277179718018, -3.529536485671997, 4.716371536254883, 2.5501656532287598, -1.3914836645126343, -2.8712286949157715]",tensor(0.8941)
disgust_c29db77f146467675b9a547a32f78fe2,30-39,Male,Middle Eastern,disgust,1,5,"[0.31427955627441406, -1.1432839632034302, 0.33268317580223083, -5.514392375946045, -1.4164742231369019, 0.8329005837440491, -1.9986965656280518]",tensor(0.3990)
neutral_0476ad07c5310846beeff6457b2bf43a,30-39,Male,White,neutral,4,4,"[-0.6397788524627686, -4.7363104820251465, -5.069721698760986, -0.15464633703231812, 6.680055141448975, 0.1973143070936203, -4.3197102546691895]",tensor(0.9967)
neutral_3d9f9c418a11c8a91b213f5496d97533,00-02,Female,East Asian,neutral,4,6,"[-2.6731677055358887, -3.5177688598632812, 0.984819233417511, -2.623701572418213, 0.6550511121749878, -1.3418625593185425, 2.9211175441741943]",tensor(0.7866)
sad_652893c8033269a4b24b6b364cdabb83,03-09,Female,White,sad,5,5,"[-3.567603588104248, -1.3865149021148682, -2.128973960876465, -1.1088881492614746, 0.49394574761390686, 4.415755748748779, -5.354824542999268]",tensor(0.9721)
angry_9b1fd1d4116b851364760884d7054205,20-29,Male,White,angry,0,0,"[4.830672740936279, -1.685336947441101, 1.0518044233322144, -2.915203094482422, -3.714588165283203, -4.272251605987549, -1.276565670967102]",tensor(0.9734)
neutral_d15d502b9f88281164f98e049d82925d,40-49,Male,White,neutral,4,4,"[2.311854600906372, -3.183323383331299, -1.9374544620513916, -4.801300048828125, 3.945531129837036, 0.10850450396537781, -2.8484978675842285]",tensor(0.8186)
fear_520946fe2484192e409466f3000b1336,40-49,Male,Latino_Hispanic,fear,2,5,"[-4.675073146820068, 0.7609226703643799, -1.8099039793014526, -2.239612579345703, 1.227047324180603, 2.6621596813201904, -1.9315996170043945]",tensor(0.7057)
happy_41e82c1791f48cca03c7421aeb8dcf40,10-19,Female,Black,happy,3,3,"[-3.202932834625244, -2.4434375762939453, -2.6028764247894287, 6.573991298675537, -1.4285306930541992, -2.488217830657959, -1.131640911102295]",tensor(0.9988)
sad_c3f84c5cd353aa656e452524fe2573d8,60-69,Female,Latino_Hispanic,sad,5,4,"[-5.279891014099121, -1.034112572669983, -4.69371223449707, 2.337191581726074, 3.110938310623169, 1.8305658102035522, -2.8778858184814453]",tensor(0.5688)
sad_99ce705dcad1eae1529aab03c6b59358,40-49,Male,White,sad,5,5,"[-5.541929244995117, -3.6176600456237793, -1.1365917921066284, -2.0609400272369385, 1.8852909803390503, 2.593770980834961, 1.948212742805481]",tensor(0.4872)
neutral_61d116bcb660d2fcbf5584ae4e7ccd9d,10-19,Female,White,neutral,4,4,"[0.23926275968551636, -4.235713481903076, -4.441018104553223, 0.7226480841636658, 4.628262996673584, -3.574052333831787, -0.575424313545227]",tensor(0.9629)
surprise_21bad02af387b852fe64a020be410de9,40-49,Female,Latino_Hispanic,surprise,6,3,"[-2.529515266418457, -2.557443380355835, -1.854729175567627, 4.818526744842529, -1.03632652759552, -3.511967182159424, 0.8247407078742981]",tensor(0.9765)
angry_84d57890bca8fd9408779cef0c7741a1,40-49,Male,White,angry,0,0,"[5.185154438018799, -5.057215213775635, -3.1219322681427, -4.457140922546387, 3.3753762245178223, 1.239481806755066, -5.228026866912842]",tensor(0.8450)
neutral_283940eda3c5f01d5f4967ec9323fcb1,20-29,Male,White,neutral,4,4,"[-0.8228788375854492, -4.195672988891602, -5.9517436027526855, 1.7872055768966675, 7.275832653045654, -2.2599093914031982, -3.612485885620117]",tensor(0.9955)
angry_1922d58aa5992eec184510d06555922f,30-39,Male,White,angry,0,4,"[0.9049413204193115, -3.714095115661621, -0.5686259269714355, -4.011943340301514, 2.4589338302612305, -3.539679527282715, 0.8008539080619812]",tensor(0.6866)
neutral_a70fefe1e93bc5f210779d2f5ba68ffe,30-39,Male,White,neutral,4,4,"[4.374091625213623, -3.169426441192627, -3.927009344100952, -2.6385374069213867, 4.867642879486084, -2.1624250411987305, -3.791804075241089]",tensor(0.6201)
fear_37d661a673fc4ef4576bef21346648b1,30-39,Male,East Asian,fear,2,6,"[-3.170046329498291, -4.229641437530518, 1.796610713005066, -3.461632490158081, 0.2776261568069458, 0.12860697507858276, 2.0238685607910156]",tensor(0.4688)
surprise_ca92dcd52a632220d10067ff666110dc,50-59,Male,White,surprise,6,6,"[-2.914760112762451, -4.528375148773193, 1.2438750267028809, -1.3616958856582642, -1.3588184118270874, -0.5035552978515625, 3.582843780517578]",tensor(0.8855)
fear_f3d15a6ced65385f05fd84637005fa41,20-29,Male,Black,fear,2,5,"[-3.0159192085266113, -4.375445365905762, 0.9844708442687988, -5.315756797790527, 0.2917609214782715, 3.662322759628296, 0.17788957059383392]",tensor(0.8807)
neutral_4ee05381ef769590559d1db313a85bb1,30-39,Male,White,neutral,4,4,"[-2.775717258453369, -6.313607215881348, -5.595523834228516, -0.9892292618751526, 8.526196479797363, 0.5204629898071289, -1.891809105873108]",tensor(0.9995)
angry_4adc0ec97bd04d70b1332fb9cc751ddb,40-49,Female,White,angry,0,4,"[1.5391302108764648, -2.824054002761841, -3.00382137298584, -3.9938836097717285, 3.2948832511901855, 2.50742769241333, -3.8120968341827393]",tensor(0.6122)
sad_9f93ee921a061ac82c751e82d2859cc0,30-39,Female,White,sad,5,0,"[3.832566738128662, 1.7311558723449707, -4.969374656677246, -0.6180753707885742, 1.5321810245513916, -0.595868706703186, -7.199578285217285]",tensor(0.8024)
angry_c844d7ec472fe7f5b3662d2f417d134c,00-02,Male,White,angry,0,0,"[5.9859771728515625, 0.8070012927055359, -2.2987239360809326, -2.9899981021881104, -1.537093997001648, -0.018380584195256233, -4.408096790313721]",tensor(0.9910)
fear_6fecc023ff51384a6f52077c584e484d,40-49,Male,White,fear,2,0,"[3.4024791717529297, -0.18584699928760529, -0.26860296726226807, -2.948955535888672, -0.9585981369018555, -1.0066181421279907, -2.9471566677093506]",tensor(0.9246)
sad_21b703dfd83a9e22c544873fb9f0e556,10-19,Female,East Asian,sad,5,5,"[-3.5982141494750977, -2.355282783508301, -0.7796171307563782, -3.1206793785095215, -0.1202903538942337, 6.1386260986328125, -2.805742025375366]",tensor(0.9966)
surprise_a365ac8f68409d39175f65b644d804ee,10-19,Male,Latino_Hispanic,surprise,6,6,"[-4.605474472045898, -3.1982040405273438, -2.006415605545044, 0.9788687825202942, 1.1709926128387451, -3.106898307800293, 3.4367635250091553]",tensor(0.8356)
neutral_bd732638ba3f2dea51bb3fc72e01bd93,20-29,Male,White,neutral,4,4,"[1.811082124710083, -4.201290607452393, 0.020318549126386642, -4.19465970993042, 2.1101198196411133, -1.7871264219284058, 0.811016857624054]",tensor(0.4625)
neutral_2e2634225567f75683576e47a0ab07f7,40-49,Male,Black,neutral,4,4,"[-5.10001277923584, -2.1991851329803467, -5.734148979187012, 2.203070878982544, 6.333914279937744, 1.4628814458847046, -4.552791118621826]",tensor(0.9766)
fear_0ba5b19f8f5e813a278b2d080a1dda98,50-59,Male,White,fear,2,3,"[-1.763065218925476, -4.142425537109375, -4.199951648712158, 4.665037631988525, 1.8773092031478882, -2.47832989692688, -2.9633922576904297]",tensor(0.9392)
surprise_6088514f7a1443ebaeee774e02a54885,20-29,Female,White,surprise,6,3,"[-4.1469573974609375, -4.14677619934082, -0.934002161026001, 3.0672850608825684, -0.3083859980106354, -2.314708709716797, 2.028503179550171]",tensor(0.7080)
sad_ca15b756d7a80bfac293e5f485b75b72,20-29,Female,East Asian,sad,5,4,"[2.2114450931549072, -3.482548236846924, -4.291361331939697, -1.8344601392745972, 6.586972713470459, -3.5377395153045654, -2.7241318225860596]",tensor(0.9872)
angry_528293b416764fa31115a97005138f9a,50-59,Male,White,angry,0,5,"[-3.006448745727539, -0.3491390347480774, -1.930310606956482, -1.4862433671951294, -1.4692171812057495, 4.70077657699585, -4.997120380401611]",tensor(0.9878)
sad_9f8447f5e42b58f7a1e7fcae17c9c45e,20-29,Male,White,sad,5,4,"[2.0118541717529297, -3.2083685398101807, -4.228793144226074, -2.2387309074401855, 4.1381940841674805, 1.0318654775619507, -3.088550567626953]",tensor(0.8566)
fear_a146944256e673864cc88f3f02f253cd,03-09,Male,Latino_Hispanic,fear,2,4,"[-7.293725490570068, -3.1073412895202637, -2.737652540206909, 1.829433560371399, 2.529653787612915, -0.36380377411842346, 1.6684167385101318]",tensor(0.5042)
fear_052cd5bc602c0768c064ab36e11e4b41,20-29,Female,White,fear,2,3,"[-4.3760857582092285, -2.6543662548065186, 1.7291170358657837, 1.8897854089736938, -3.673424243927002, 1.1285535097122192, -0.8238183856010437]",tensor(0.4164)
disgust_120f3c7fe05e870eeabe651ba7ff18ed,03-09,Male,Latino_Hispanic,disgust,1,2,"[-0.6476082801818848, -1.0991417169570923, 1.7762991189956665, -4.760993480682373, -0.7080868482589722, 1.7480264902114868, -1.9699119329452515]",tensor(0.4493)
sad_8cc0d3b0415ae460b8594ee9d58fe388,20-29,Male,White,sad,5,5,"[-4.851230621337891, -0.5706915259361267, 0.08990222215652466, -2.501227378845215, -3.6591672897338867, 10.565966606140137, -4.354034900665283]",tensor(1.0000)
