id,age,gender,race,label,y_true,y_pred,logits,conf
angry_08e3f0a3bdb61ad94d5489195ff65b4a,40-49,Male,White,angry,0,1,"[4.934786796569824, 6.841792583465576, -0.4816722571849823, -6.010860443115234, -8.570965766906738, -1.059978723526001, -3.623411178588867]",tensor(0.8699)
neutral_66e0caef40889012857562f63b60144d,00-02,Female,White,neutral,4,4,"[1.9771853685379028, -9.233329772949219, -6.542253494262695, -7.2003560066223145, 4.839048385620117, 4.572903156280518, -6.955073356628418]",tensor(0.5484)
neutral_caaabab610effc9afd66f8646bee63a8,50-59,Male,White,neutral,4,4,"[-4.769411563873291, -8.78331184387207, -2.821293592453003, -3.063765287399292, 3.8383452892303467, 0.36594992876052856, -4.230709552764893]",tensor(0.9673)
sad_3ef4246c003733a4c541cecd34645d10,03-09,Female,White,sad,5,5,"[-2.118767738342285, -6.438559055328369, -9.649230003356934, -3.306928873062134, 2.686330556869507, 7.556525707244873, -7.169887542724609]",tensor(0.9923)
surprise_f781b3d2bf28cee826a2f69846cdad14,30-39,Male,Latino_Hispanic,surprise,6,2,"[-0.10781864076852798, -1.7858918905258179, 2.7236595153808594, -9.191712379455566, -0.45702436566352844, -4.085389137268066, 1.0744636058807373]",tensor(0.7664)
sad_efc64a29e7c7a0cbbb0405ea41ad14de,20-29,Female,White,sad,5,5,"[-2.8832600116729736, -3.062748432159424, 0.2641947567462921, -5.746703624725342, -1.5332616567611694, 6.04394006729126, -5.7732253074646]",tensor(0.9962)
neutral_38f86f8a2893190a1f145865406f8f37,20-29,Male,Black,neutral,4,4,"[-2.5072386264801025, -9.376700401306152, -8.984831809997559, -8.131111145019531, 8.189377784729004, 3.183643102645874, -4.678863048553467]",tensor(0.9933)
fear_93f8b18fd1b7f176390ded6f218471b7,30-39,Male,White,fear,2,6,"[-3.5098657608032227, -7.115035533905029, 3.860006332397461, -3.6178929805755615, -5.118037700653076, -5.586735725402832, 8.070526123046875]",tensor(0.9854)
disgust_5cb1df32c8b8689a28a69149c45fd888,30-39,Male,White,disgust,1,1,"[3.466417074203491, 6.794143199920654, -7.1382951736450195, -3.2498621940612793, -1.4101030826568604, -2.581163167953491, -7.825007438659668]",tensor(0.9650)
disgust_28a936d658ae8ff9dac679faf3c8f903,00-02,Female,White,disgust,1,0,"[6.356907367706299, 1.252799153327942, -2.952223300933838, -0.9943569302558899, -6.511738300323486, -5.4504265785217285, -2.7129664421081543]",tensor(0.9931)
