id,age,gender,race,label,y_true,y_pred,logits,conf
angry_08e3f0a3bdb61ad94d5489195ff65b4a,40-49,Male,White,angry,0,0,"[5.887747764587402, 1.6167700290679932, -2.717092990875244, -4.628693103790283, -6.763763427734375, -0.97698575258255, -3.7592825889587402]",tensor(0.9849)
neutral_66e0caef40889012857562f63b60144d,00-02,Female,White,neutral,4,4,"[-0.4548955261707306, -8.766246795654297, -4.501935005187988, -6.591026782989502, 5.057936668395996, 4.463572978973389, -7.920238018035889]",tensor(0.6427)
neutral_caaabab610effc9afd66f8646bee63a8,50-59,Male,White,neutral,4,4,"[-1.9319497346878052, -8.24388313293457, -5.323105812072754, -2.901028633117676, 6.593186855316162, 0.1459633708000183, -4.869808673858643]",tensor(0.9981)
sad_3ef4246c003733a4c541cecd34645d10,03-09,Female,White,sad,5,5,"[-4.087851047515869, -4.512029647827148, -10.012592315673828, -2.666651725769043, 1.000295877456665, 8.442718505859375, -8.805601119995117]",tensor(0.9994)
surprise_f781b3d2bf28cee826a2f69846cdad14,30-39,Male,Latino_Hispanic,surprise,6,4,"[-3.4524457454681396, -1.9985142946243286, 0.0602499395608902, -4.74990701675415, 2.1295273303985596, -3.2145683765411377, 0.20311665534973145]",tensor(0.7706)
sad_efc64a29e7c7a0cbbb0405ea41ad14de,20-29,Female,White,sad,5,5,"[-2.792651891708374, -6.205527305603027, -4.987427711486816, -1.6381502151489258, -0.5459399819374084, 5.2890238761901855, -4.08190393447876]",tensor(0.9957)
neutral_38f86f8a2893190a1f145865406f8f37,20-29,Male,Black,neutral,4,4,"[-4.610151290893555, -6.491547107696533, -10.756410598754883, -7.9310455322265625, 8.991467475891113, 3.709488868713379, -3.2627274990081787]",tensor(0.9949)
fear_93f8b18fd1b7f176390ded6f218471b7,30-39,Male,White,fear,2,6,"[-2.856220006942749, -8.725842475891113, 4.246248245239258, -3.448159694671631, -2.8875203132629395, -4.334381103515625, 5.43154239654541]",tensor(0.7655)
disgust_5cb1df32c8b8689a28a69149c45fd888,30-39,Male,White,disgust,1,1,"[4.382712364196777, 8.170397758483887, -5.7348222732543945, -3.3835394382476807, -2.644926071166992, -3.774953842163086, -6.744155406951904]",tensor(0.9778)
disgust_28a936d658ae8ff9dac679faf3c8f903,00-02,Female,White,disgust,1,0,"[4.716545581817627, -1.5425058603286743, -1.7817776203155518, -3.2873263359069824, -4.626423358917236, -2.287252187728882, -1.5572290420532227]",tensor(0.9934)
