id,age,gender,race,label,y_true,y_pred,logits,conf
angry_08e3f0a3bdb61ad94d5489195ff65b4a,40-49,Male,White,angry,0,1,"[3.522806167602539, 10.199381828308105, -3.11832857131958, -8.888875007629395, -7.229262828826904, -1.0147731304168701, -5.477353096008301]",tensor(0.9987)
neutral_66e0caef40889012857562f63b60144d,00-02,Female,White,neutral,4,5,"[-0.8376623392105103, -6.326338768005371, -4.402558326721191, -5.209965229034424, 1.7456024885177612, 4.593598365783691, -3.12967848777771]",tensor(0.9408)
neutral_caaabab610effc9afd66f8646bee63a8,50-59,Male,White,neutral,4,5,"[-7.444953441619873, -6.199587345123291, -0.7841026782989502, -5.3471269607543945, 2.9249067306518555, 5.378177165985107, -3.7749147415161133]",tensor(0.9189)
sad_3ef4246c003733a4c541cecd34645d10,03-09,Female,White,sad,5,5,"[-4.571817398071289, -7.810726642608643, -6.791566371917725, 0.1992456316947937, 1.3558694124221802, 6.9303975105285645, -7.08549165725708]",tensor(0.9950)
surprise_f781b3d2bf28cee826a2f69846cdad14,30-39,Male,Latino_Hispanic,surprise,6,4,"[-2.2934062480926514, 1.620064377784729, -2.086061477661133, -5.0093865394592285, 2.1933038234710693, -6.373715877532959, -0.9296970367431641]",tensor(0.6121)
sad_efc64a29e7c7a0cbbb0405ea41ad14de,20-29,Female,White,sad,5,5,"[-4.638491153717041, -4.24654483795166, -3.2939441204071045, -2.118368625640869, -1.5323776006698608, 5.7475080490112305, -5.922815322875977]",tensor(0.9987)
neutral_38f86f8a2893190a1f145865406f8f37,20-29,Male,Black,neutral,4,4,"[-0.749637246131897, -5.5943169593811035, -7.070178508758545, -7.159123420715332, 9.28919506072998, -0.13216310739517212, -6.191226005554199]",tensor(0.9999)
fear_93f8b18fd1b7f176390ded6f218471b7,30-39,Male,White,fear,2,6,"[-2.2697622776031494, -9.259819984436035, 5.676813125610352, -7.043352127075195, -1.7946707010269165, -7.5596795082092285, 7.314779281616211]",tensor(0.8371)
disgust_5cb1df32c8b8689a28a69149c45fd888,30-39,Male,White,disgust,1,1,"[2.2363033294677734, 7.960743427276611, -5.357016563415527, -4.902474403381348, -2.4901609420776367, -3.0717294216156006, -4.613614082336426]",tensor(0.9967)
disgust_28a936d658ae8ff9dac679faf3c8f903,00-02,Female,White,disgust,1,0,"[6.1166887283325195, 2.938790798187256, -4.123488426208496, -2.4897239208221436, -5.474421501159668, -4.644571304321289, -2.0812251567840576]",tensor(0.9595)
sad_4c587936ac4987a55491bb01ee3d1da2,20-29,Male,White,sad,5,4,"[-0.36650368571281433, -7.453495502471924, -5.652201175689697, 1.5597708225250244, 5.228386402130127, -1.0839216709136963, -6.90889310836792]",tensor(0.9699)
sad_4a47f5e74a384fc2bf93c640109828ad,40-49,Female,White,sad,5,4,"[-0.15313288569450378, -4.682311534881592, -7.573209762573242, 0.7724747657775879, 2.4458470344543457, 1.7610200643539429, -4.916304588317871]",tensor(0.5657)
angry_8600572a953707a7533674d7fc8b1888,20-29,Male,White,angry,0,0,"[7.169891834259033, -5.631135940551758, 2.420722246170044, -1.5100750923156738, -5.088023662567139, -4.173019886016846, -3.8822181224823]",tensor(0.9912)
sad_1327bcfe0277f78b29a2df45c7e0831d,03-09,Female,Latino_Hispanic,sad,5,3,"[-6.472043991088867, -9.402670860290527, -5.155228137969971, 5.234646797180176, -0.8504834175109863, -0.10499679297208786, -5.325016498565674]",tensor(0.9929)
surprise_0fed3ae87d5386f9f92dc06da6b17a05,00-02,Female,White,surprise,6,4,"[0.9927822947502136, -8.289168357849121, -8.319330215454102, -5.1576151847839355, 6.424283504486084, -0.003470946103334427, -3.4838738441467285]",tensor(0.9940)
sad_1e37650d755df59c5bdb98b39e799db0,20-29,Female,White,sad,5,5,"[0.5535001158714294, -1.6202402114868164, -4.624993324279785, -6.492053508758545, 2.2102506160736084, 3.9027578830718994, -2.8444836139678955]",tensor(0.8166)
happy_0a0d340ac5758306630d1929c2061b86,20-29,Male,Black,happy,3,3,"[-4.996899604797363, -6.536960124969482, -5.269947052001953, 3.995295286178589, 3.194359540939331, -3.9654927253723145, -2.997131824493408]",tensor(0.6895)
sad_37d7474ff3ebeb96dd73ba7ee54d80fe,30-39,Male,Black,sad,5,5,"[-2.8455498218536377, -4.374281406402588, -0.02804597094655037, -1.7174352407455444, -5.774399280548096, 7.678041934967041, -7.061277389526367]",tensor(0.9994)
sad_b086178f7543c61b8eb4b94234610ae6,20-29,Male,Indian,sad,5,3,"[-2.3586795330047607, -5.960613250732422, -6.508828163146973, 3.167896032333374, 1.0459318161010742, 2.237718105316162, -8.228715896606445]",tensor(0.6586)
fear_7260bc8a6ec76062afaae21382971c2a,20-29,Female,Middle Eastern,fear,2,2,"[-4.901510238647461, -5.476324081420898, 7.816864967346191, -8.478216171264648, -3.8582820892333984, 5.888513565063477, -4.570084095001221]",tensor(0.8731)
fear_39557e046a2d525841885d5ec2371af7,40-49,Male,White,fear,2,0,"[4.289877414703369, -6.039709568023682, -2.813316822052002, -11.23863410949707, 3.111694812774658, -2.913116216659546, -0.14733284711837769]",tensor(0.7568)
happy_02a9db2ba06584040b93452eb83223a8,70+,Female,White,happy,3,3,"[-6.696072578430176, -5.120347023010254, -1.6831477880477905, 6.142922878265381, -5.321550369262695, -2.297315835952759, 0.44621339440345764]",tensor(0.9960)
angry_12d16864047ae490e5a6856daa9cba20,20-29,Male,White,angry,0,4,"[-5.931792736053467, -9.418394088745117, -9.859893798828125, 5.244363307952881, 5.479697227478027, -2.3823204040527344, -3.952871322631836]",tensor(0.5584)
sad_dd3d9f690b55b0595e69952b82f47237,20-29,Female,White,sad,5,5,"[-7.1891865730285645, -4.7439799308776855, 0.7144378423690796, -0.9039021134376526, -5.5044660568237305, 10.032478332519531, -9.058637619018555]",tensor(0.9999)
sad_d8828cde6855e18c8a87bed6af0d1510,20-29,Female,White,sad,5,5,"[-3.5577774047851562, -1.8586068153381348, -2.1960225105285645, 1.8955312967300415, -3.2572407722473145, 2.1555335521698, -4.5017619132995605]",tensor(0.5522)
sad_abcecb40c3d45bc9ed36256231b81a92,20-29,Male,White,sad,5,4,"[-1.5331443548202515, -4.374887943267822, -6.4563679695129395, 1.1131205558776855, 4.377875328063965, -3.7207515239715576, -4.693925380706787]",tensor(0.9601)
angry_565cf5ca201f3b3202bd8bf46e10d011,20-29,Male,White,angry,0,4,"[-0.2686249911785126, -7.367532730102539, -6.60351037979126, -6.6974101066589355, 5.132092475891113, 0.015530794858932495, -0.7997210621833801]",tensor(0.9870)
neutral_43d0852bcf5dc649d42bbc5a84cb08b3,20-29,Female,White,neutral,4,4,"[-3.358900308609009, -3.300807476043701, -5.280460357666016, -2.1615095138549805, 5.293772220611572, -1.9392350912094116, -2.152120351791382]",tensor(0.9977)
happy_696cd15844d851ff470324433d58a4b0,20-29,Male,White,happy,3,3,"[-4.46494722366333, -5.253868103027344, -4.464001178741455, 6.217444896697998, 1.448305606842041, -3.777552604675293, -3.4123005867004395]",tensor(0.9914)
disgust_c29db77f146467675b9a547a32f78fe2,30-39,Male,Middle Eastern,disgust,1,4,"[2.3721280097961426, -8.116451263427734, 2.3543875217437744, -6.268532752990723, 2.7809953689575195, -5.167993068695068, -3.513044834136963]",tensor(0.4311)
neutral_0476ad07c5310846beeff6457b2bf43a,30-39,Male,White,neutral,4,4,"[-1.1290594339370728, -2.9630088806152344, -10.029073715209961, -1.3951513767242432, 8.220070838928223, -3.761725664138794, -10.327582359313965]",tensor(0.9998)
neutral_3d9f9c418a11c8a91b213f5496d97533,00-02,Female,East Asian,neutral,4,6,"[-10.446554183959961, -7.342687129974365, -3.8564467430114746, -5.819004535675049, 4.643068790435791, -1.380549430847168, 4.730452537536621]",tensor(0.5212)
sad_652893c8033269a4b24b6b364cdabb83,03-09,Female,White,sad,5,5,"[-0.6133609414100647, -1.98025381565094, -2.3682072162628174, -4.8774638175964355, -4.5279011726379395, 8.727638244628906, -8.018558502197266]",tensor(0.9999)
angry_9b1fd1d4116b851364760884d7054205,20-29,Male,White,angry,0,0,"[7.471980571746826, -2.291626214981079, 1.8403186798095703, -0.19180908799171448, -6.242196083068848, -6.913935661315918, -3.230191469192505]",tensor(0.9959)
neutral_d15d502b9f88281164f98e049d82925d,40-49,Male,White,neutral,4,4,"[-1.5168906450271606, -2.980992317199707, -2.188800096511841, -1.5646889209747314, 2.7416484355926514, -2.1437628269195557, -2.2947521209716797]",tensor(0.9504)
fear_520946fe2484192e409466f3000b1336,40-49,Male,Latino_Hispanic,fear,2,0,"[2.7580692768096924, -2.73481822013855, -0.9338661432266235, -7.225056171417236, 0.7747635841369629, -2.989506959915161, -1.494545578956604]",tensor(0.8445)
happy_41e82c1791f48cca03c7421aeb8dcf40,10-19,Female,Black,happy,3,3,"[-5.243785858154297, -3.577219009399414, -5.284817218780518, 7.63144063949585, -0.16186271607875824, -4.597043991088867, -5.487372875213623]",tensor(0.9996)
sad_c3f84c5cd353aa656e452524fe2573d8,60-69,Female,Latino_Hispanic,sad,5,5,"[-2.8955047130584717, -1.698041558265686, -7.909969806671143, -5.783673286437988, 1.5245156288146973, 4.6131110191345215, -4.705474376678467]",tensor(0.9541)
sad_99ce705dcad1eae1529aab03c6b59358,40-49,Male,White,sad,5,6,"[-6.157604694366455, -8.160152435302734, 1.5752537250518799, -4.456175804138184, 1.23700749874115, -2.0242559909820557, 3.201646566390991]",tensor(0.7447)
neutral_61d116bcb660d2fcbf5584ae4e7ccd9d,10-19,Female,White,neutral,4,4,"[-6.379466533660889, -10.960075378417969, -5.375713348388672, -1.441764235496521, 5.116982460021973, 3.810520648956299, -4.4815497398376465]",tensor(0.7860)
surprise_21bad02af387b852fe64a020be410de9,40-49,Female,Latino_Hispanic,surprise,6,3,"[-4.951873779296875, -2.477590322494507, -4.171681880950928, 4.179657459259033, 0.6920289993286133, -3.8886542320251465, -1.0692126750946045]",tensor(0.9636)
angry_84d57890bca8fd9408779cef0c7741a1,40-49,Male,White,angry,0,0,"[3.7237744331359863, -0.7488257884979248, -5.2179412841796875, -0.6863129734992981, 2.3286120891571045, -4.062867164611816, -5.929050922393799]",tensor(0.7862)
neutral_283940eda3c5f01d5f4967ec9323fcb1,20-29,Male,White,neutral,4,4,"[-1.0556485652923584, -5.828146934509277, -9.027262687683105, 0.29263943433761597, 7.412200450897217, -1.2167065143585205, -10.934979438781738]",tensor(0.9988)
angry_1922d58aa5992eec184510d06555922f,30-39,Male,White,angry,0,4,"[-3.701850652694702, -6.123199462890625, -2.5164992809295654, -5.974154949188232, 5.494067668914795, -5.42363166809082, 0.6017212271690369]",tensor(0.9921)
neutral_a70fefe1e93bc5f210779d2f5ba68ffe,30-39,Male,White,neutral,4,4,"[1.3671929836273193, -6.245240688323975, -6.768111228942871, -1.6883639097213745, 6.393514156341553, -1.5408754348754883, -8.18591022491455]",tensor(0.9928)
