id,age,gender,race,label,y_true,y_pred,logits,conf
angry_08e3f0a3bdb61ad94d5489195ff65b4a,40-49,Male,White,angry,0,0,"[10.60905933380127, 4.909180641174316, -3.0936598777770996, -9.378130912780762, -5.877486705780029, 1.330927848815918, -5.544384956359863]",tensor(0.9966)
neutral_66e0caef40889012857562f63b60144d,00-02,Female,White,neutral,4,4,"[1.0516390800476074, -4.467081069946289, -3.937731981277466, -3.7358527183532715, 6.864742279052734, -1.9477285146713257, 0.9017232060432434]",tensor(0.9943)
neutral_caaabab610effc9afd66f8646bee63a8,50-59,Male,White,neutral,4,0,"[7.6983323097229, -2.7005088329315186, -3.749826192855835, -6.559511661529541, 2.1690821647644043, 0.5418627858161926, -4.0424957275390625]",tensor(0.9952)
sad_3ef4246c003733a4c541cecd34645d10,03-09,Female,White,sad,5,5,"[-2.4615566730499268, -1.520325779914856, -4.266562461853027, -0.11989067494869232, 2.306488037109375, 5.706043243408203, -4.604387283325195]",tensor(0.9639)
surprise_f781b3d2bf28cee826a2f69846cdad14,30-39,Male,Latino_Hispanic,surprise,6,4,"[-0.6693704128265381, -3.564067840576172, -2.272425651550293, -2.295078754425049, 4.241534233093262, -3.3396494388580322, 2.9859540462493896]",tensor(0.7715)
sad_efc64a29e7c7a0cbbb0405ea41ad14de,20-29,Female,White,sad,5,5,"[-2.3691041469573975, -1.9723625183105469, -0.695361852645874, -1.306877613067627, 0.9494253396987915, 2.248715400695801, -1.4928925037384033]",tensor(0.7132)
neutral_38f86f8a2893190a1f145865406f8f37,20-29,Male,Black,neutral,4,4,"[1.4500266313552856, -3.160996437072754, -3.8486320972442627, -2.2654523849487305, 7.939799785614014, -1.5143167972564697, -4.0819878578186035]",tensor(0.9983)
fear_93f8b18fd1b7f176390ded6f218471b7,30-39,Male,White,fear,2,2,"[1.0875545740127563, -4.01387882232666, 7.582093715667725, -4.851099014282227, -2.5211262702941895, -5.4171552658081055, 3.2693610191345215]",tensor(0.9853)
disgust_5cb1df32c8b8689a28a69149c45fd888,30-39,Male,White,disgust,1,1,"[2.2921948432922363, 3.2777230739593506, -1.5199366807937622, -2.4250526428222656, 0.9685416221618652, -0.9698185920715332, -5.954272270202637]",tensor(0.6673)
disgust_28a936d658ae8ff9dac679faf3c8f903,00-02,Female,White,disgust,1,0,"[7.437069416046143, 0.8832842111587524, -3.0420238971710205, -2.0383718013763428, -3.063253402709961, -6.815916538238525, -1.0964630842208862]",tensor(0.9982)
sad_4c587936ac4987a55491bb01ee3d1da2,20-29,Male,White,sad,5,4,"[-1.9018797874450684, -6.907896995544434, -6.325778484344482, 1.88413405418396, 10.376835823059082, -0.4342288672924042, -4.667416095733643]",tensor(0.9998)
sad_4a47f5e74a384fc2bf93c640109828ad,40-49,Female,White,sad,5,5,"[-3.999063014984131, -3.295868396759033, -2.5718367099761963, -2.9493441581726074, 2.8713905811309814, 8.491583824157715, -2.6560847759246826]",tensor(0.9963)
