id,age,gender,race,label,y_true,y_pred,logits,conf
angry_08e3f0a3bdb61ad94d5489195ff65b4a,40-49,Male,White,angry,0,1,"[1.6346251964569092, 6.658466339111328, -2.7819557189941406, -4.708140850067139, -6.29920768737793, -0.5757259130477905, -3.388782024383545]",tensor(0.9926)
neutral_66e0caef40889012857562f63b60144d,00-02,Female,White,neutral,4,5,"[-0.7878014445304871, -7.6281890869140625, -8.499405860900879, -11.317188262939453, 5.697982311248779, 7.91235876083374, -10.087120056152344]",tensor(0.9014)
neutral_caaabab610effc9afd66f8646bee63a8,50-59,Male,White,neutral,4,5,"[-3.303706645965576, -3.6689770221710205, -2.545196294784546, -1.2281622886657715, 2.2610533237457275, 3.011725664138794, -5.158688068389893]",tensor(0.6695)
sad_3ef4246c003733a4c541cecd34645d10,03-09,Female,White,sad,5,5,"[-0.0531330443918705, -9.24198055267334, -8.018072128295898, -3.174117088317871, 3.558288812637329, 6.911997318267822, -8.069534301757812]",tensor(0.9653)
surprise_f781b3d2bf28cee826a2f69846cdad14,30-39,Male,Latino_Hispanic,surprise,6,4,"[-5.705058574676514, -4.029552459716797, -3.9413955211639404, -0.6888075470924377, 4.086978912353516, -3.2234363555908203, -1.7286677360534668]",tensor(0.9874)
sad_efc64a29e7c7a0cbbb0405ea41ad14de,20-29,Female,White,sad,5,5,"[-4.226396083831787, -3.425746440887451, -1.727539300918579, -3.7063989639282227, -1.442185878753662, 7.486423969268799, -7.615903377532959]",tensor(0.9997)
neutral_38f86f8a2893190a1f145865406f8f37,20-29,Male,Black,neutral,4,4,"[-0.5067998766899109, -7.860640525817871, -10.368618965148926, -7.952047824859619, 8.416650772094727, 6.19495153427124, -8.882120132446289]",tensor(0.9021)
fear_93f8b18fd1b7f176390ded6f218471b7,30-39,Male,White,fear,2,2,"[-3.8211774826049805, -10.783823013305664, 6.489223957061768, -6.904797077178955, -3.8428542613983154, -3.3079605102539062, 5.612771987915039]",tensor(0.7060)
disgust_5cb1df32c8b8689a28a69149c45fd888,30-39,Male,White,disgust,1,1,"[1.7508834600448608, 6.318578720092773, -4.117452144622803, -2.063242197036743, -2.503056049346924, -2.1740458011627197, -4.580311298370361]",tensor(0.9891)
disgust_28a936d658ae8ff9dac679faf3c8f903,00-02,Female,White,disgust,1,0,"[5.821946620941162, -1.2608047723770142, -1.8794615268707275, -2.663486957550049, -6.3842453956604, -3.4875521659851074, -0.6257711052894592]",tensor(0.9968)
sad_4c587936ac4987a55491bb01ee3d1da2,20-29,Male,White,sad,5,4,"[2.302992582321167, -9.581562995910645, -9.827692031860352, -2.2802653312683105, 6.4572272300720215, 1.323494553565979, -9.160406112670898]",tensor(0.9787)
sad_4a47f5e74a384fc2bf93c640109828ad,40-49,Female,White,sad,5,4,"[-1.2703242301940918, -7.595741271972656, -7.403505802154541, 0.4905416965484619, 5.868633270263672, -1.407568335533142, -7.42545223236084]",tensor(0.9939)
angry_8600572a953707a7533674d7fc8b1888,20-29,Male,White,angry,0,0,"[6.545200824737549, -6.199027061462402, 0.4042353630065918, 3.5153584480285645, -8.362071990966797, -4.749901294708252, -3.3220245838165283]",tensor(0.9519)
sad_1327bcfe0277f78b29a2df45c7e0831d,03-09,Female,Latino_Hispanic,sad,5,4,"[-6.315101146697998, -9.761043548583984, -5.2893385887146, 2.2248411178588867, 2.319539785385132, -0.23730206489562988, -2.7013099193573]",tensor(0.5014)
surprise_0fed3ae87d5386f9f92dc06da6b17a05,00-02,Female,White,surprise,6,4,"[-4.536868095397949, -6.087472915649414, -4.087432861328125, -5.24196720123291, 4.059246063232422, -3.418409824371338, 1.6843210458755493]",tensor(0.9139)
sad_1e37650d755df59c5bdb98b39e799db0,20-29,Female,White,sad,5,5,"[1.4637911319732666, -3.798165798187256, -5.549552917480469, -7.317674160003662, 3.383322238922119, 4.547146320343018, -4.434607028961182]",tensor(0.7361)
happy_0a0d340ac5758306630d1929c2061b86,20-29,Male,Black,happy,3,3,"[-4.72092342376709, -1.138575553894043, -2.5396108627319336, 3.129911184310913, -0.7540413737297058, -4.806130409240723, -2.261343240737915]",tensor(0.9585)
