id,age,gender,race,label,y_true,y_pred,logits,conf
angry_08e3f0a3bdb61ad94d5489195ff65b4a,40-49,Male,White,angry,0,1,"[9.75728988647461, 9.797021865844727, -5.1442742347717285, -8.844545364379883, -9.599506378173828, -2.09413480758667, -6.227679252624512]",tensor(0.5099)
neutral_66e0caef40889012857562f63b60144d,00-02,Female,White,neutral,4,4,"[0.834811270236969, -6.570089817047119, -5.734163284301758, -8.180793762207031, 4.925838947296143, 3.2760586738586426, -6.680806636810303]",tensor(0.8272)
neutral_caaabab610effc9afd66f8646bee63a8,50-59,Male,White,neutral,4,5,"[-4.76930570602417, -8.012991905212402, -3.090669870376587, -5.138331413269043, 0.6513810753822327, 5.744887828826904, -4.034433364868164]",tensor(0.9937)
sad_3ef4246c003733a4c541cecd34645d10,03-09,Female,White,sad,5,5,"[-0.6182315945625305, -6.386934280395508, -8.062010765075684, -5.612295627593994, 0.9971570372581482, 7.817083358764648, -5.134220600128174]",tensor(0.9987)
surprise_f781b3d2bf28cee826a2f69846cdad14,30-39,Male,Latino_Hispanic,surprise,6,4,"[-5.567301273345947, -2.526426076889038, -1.5303221940994263, -4.750352382659912, 3.8807613849639893, -6.565613269805908, 0.9747827649116516]",tensor(0.9424)
sad_efc64a29e7c7a0cbbb0405ea41ad14de,20-29,Female,White,sad,5,5,"[-3.8182711601257324, -2.8952884674072266, -1.3953132629394531, -1.526498794555664, -0.4983138144016266, 2.4387149810791016, -3.783689260482788]",tensor(0.9072)
neutral_38f86f8a2893190a1f145865406f8f37,20-29,Male,Black,neutral,4,4,"[-5.363710403442383, -6.60021448135376, -8.143285751342773, -7.0112223625183105, 7.812036037445068, 5.64933967590332, -5.441858768463135]",tensor(0.8968)
fear_93f8b18fd1b7f176390ded6f218471b7,30-39,Male,White,fear,2,6,"[-0.05078796297311783, -8.341992378234863, 3.138916254043579, -2.8987674713134766, -6.369415760040283, -8.631451606750488, 8.001303672790527]",tensor(0.9920)
disgust_5cb1df32c8b8689a28a69149c45fd888,30-39,Male,White,disgust,1,0,"[5.228028774261475, 3.936774253845215, -5.003770351409912, -2.635861396789551, -1.3533822298049927, -1.7612391710281372, -8.17386245727539]",tensor(0.7827)
disgust_28a936d658ae8ff9dac679faf3c8f903,00-02,Female,White,disgust,1,0,"[5.432255744934082, 2.905654191970825, -2.366960048675537, -1.3119324445724487, -4.373412609100342, -3.7189276218414307, -3.613420248031616]",tensor(0.9244)
sad_4c587936ac4987a55491bb01ee3d1da2,20-29,Male,White,sad,5,4,"[-4.406852722167969, -9.106170654296875, -6.456324100494385, 1.4535373449325562, 7.275445938110352, -1.6020978689193726, -8.610149383544922]",tensor(0.9969)
sad_4a47f5e74a384fc2bf93c640109828ad,40-49,Female,White,sad,5,4,"[-0.777825117111206, -2.9316213130950928, -6.159201145172119, -1.8869942426681519, 2.7310497760772705, 1.5213173627853394, -5.064587116241455]",tensor(0.7451)
angry_8600572a953707a7533674d7fc8b1888,20-29,Male,White,angry,0,0,"[8.433899879455566, -4.18149471282959, 1.9029655456542969, -2.488675117492676, -3.9956395626068115, -5.103907108306885, -5.0259904861450195]",tensor(0.9985)
sad_1327bcfe0277f78b29a2df45c7e0831d,03-09,Female,Latino_Hispanic,sad,5,3,"[-3.161895513534546, -8.248417854309082, -5.491705417633057, 4.94526481628418, -2.0541861057281494, -4.40657901763916, 0.6124685406684875]",tensor(0.9857)
surprise_0fed3ae87d5386f9f92dc06da6b17a05,00-02,Female,White,surprise,6,4,"[-5.35964822769165, -10.562003135681152, -4.7480974197387695, 0.03716795891523361, 5.5652313232421875, -6.64233922958374, 1.8303734064102173]",tensor(0.9729)
sad_1e37650d755df59c5bdb98b39e799db0,20-29,Female,White,sad,5,5,"[-0.06364855170249939, -1.520342230796814, -3.739992380142212, -5.473673343658447, 0.8548967242240906, 4.212316513061523, -3.38033127784729]",tensor(0.9498)
happy_0a0d340ac5758306630d1929c2061b86,20-29,Male,Black,happy,3,4,"[-5.9996418952941895, -2.272444248199463, -4.965720176696777, 0.023613130673766136, 4.380103588104248, -4.098056316375732, -4.016837120056152]",tensor(0.9855)
sad_37d7474ff3ebeb96dd73ba7ee54d80fe,30-39,Male,Black,sad,5,5,"[-1.269350290298462, -3.152071237564087, -3.662494421005249, -3.7883667945861816, -4.386988639831543, 11.5636568069458, -10.848274230957031]",tensor(1.0000)
sad_b086178f7543c61b8eb4b94234610ae6,20-29,Male,Indian,sad,5,5,"[-4.3694167137146, -7.62689208984375, -6.038416862487793, 1.8944141864776611, 2.175201892852783, 3.6890716552734375, -8.205699920654297]",tensor(0.7212)
fear_7260bc8a6ec76062afaae21382971c2a,20-29,Female,Middle Eastern,fear,2,2,"[-2.393392324447632, -5.162008285522461, 5.812518119812012, -8.031134605407715, -4.923767566680908, 1.5609004497528076, -5.459242820739746]",tensor(0.9856)
fear_39557e046a2d525841885d5ec2371af7,40-49,Male,White,fear,2,4,"[-0.20038045942783356, -8.74233627319336, -5.198343753814697, -11.007265090942383, 6.064097881317139, 1.4584780931472778, -5.112978458404541]",tensor(0.9882)
happy_02a9db2ba06584040b93452eb83223a8,70+,Female,White,happy,3,3,"[-3.541106700897217, -4.998979091644287, 0.6430606245994568, 4.376264572143555, -6.533605575561523, -2.2505288124084473, -1.1688112020492554]",tensor(0.9712)
angry_12d16864047ae490e5a6856daa9cba20,20-29,Male,White,angry,0,4,"[-6.710821151733398, -9.008344650268555, -9.281253814697266, 3.740339994430542, 7.270846366882324, -0.8481823205947876, -7.375971794128418]",tensor(0.9713)
sad_dd3d9f690b55b0595e69952b82f47237,20-29,Female,White,sad,5,5,"[-4.513771057128906, -5.007997989654541, -1.7128069400787354, 0.8025435209274292, -4.151787757873535, 5.918063640594482, -5.179617881774902]",tensor(0.9935)
sad_d8828cde6855e18c8a87bed6af0d1510,20-29,Female,White,sad,5,3,"[-0.5627434253692627, -3.7069754600524902, -3.0240745544433594, 1.1194936037063599, -3.0308282375335693, 0.5716871023178101, -6.639189720153809]",tensor(0.5542)
sad_abcecb40c3d45bc9ed36256231b81a92,20-29,Male,White,sad,5,4,"[-3.2779977321624756, -3.7551159858703613, -5.533595561981201, -3.0898823738098145, 4.170743942260742, -2.8451006412506104, -0.7974709868431091]",tensor(0.9905)
angry_565cf5ca201f3b3202bd8bf46e10d011,20-29,Male,White,angry,0,4,"[0.024581456556916237, -7.748310089111328, -6.693596363067627, -4.615859031677246, 6.509037017822266, 0.6356854438781738, -7.129855632781982]",tensor(0.9957)
neutral_43d0852bcf5dc649d42bbc5a84cb08b3,20-29,Female,White,neutral,4,4,"[0.7060007452964783, -4.284278392791748, -3.8836464881896973, -5.4751200675964355, 3.9380569458007812, -0.4728788435459137, -2.6083121299743652]",tensor(0.9489)
happy_696cd15844d851ff470324433d58a4b0,20-29,Male,White,happy,3,3,"[-6.347216606140137, -7.268993854522705, -4.496688365936279, 4.199892044067383, -0.2661854326725006, -6.339814186096191, 3.0727717876434326]",tensor(0.7487)
disgust_c29db77f146467675b9a547a32f78fe2,30-39,Male,Middle Eastern,disgust,1,2,"[-0.5598458647727966, -3.5853431224823, 1.5675915479660034, -5.730087757110596, -0.8248823881149292, -3.831672430038452, -1.1574565172195435]",tensor(0.7770)
neutral_0476ad07c5310846beeff6457b2bf43a,30-39,Male,White,neutral,4,4,"[-3.524723529815674, -6.5911407470703125, -8.116549491882324, -0.7871147394180298, 5.782761573791504, -3.921485662460327, -7.009303092956543]",tensor(0.9984)
neutral_3d9f9c418a11c8a91b213f5496d97533,00-02,Female,East Asian,neutral,4,4,"[-8.476326942443848, -4.6942925453186035, 0.055402204394340515, -5.551590442657471, 3.306013345718384, -2.302814483642578, 1.6965276002883911]",tensor(0.8046)
sad_652893c8033269a4b24b6b364cdabb83,03-09,Female,White,sad,5,5,"[-1.5231139659881592, -2.2848329544067383, -1.9252259731292725, -4.854681491851807, -3.130636215209961, 9.427412986755371, -8.18089771270752]",tensor(1.0000)
angry_9b1fd1d4116b851364760884d7054205,20-29,Male,White,angry,0,0,"[6.4733357429504395, -2.1251275539398193, 1.2625409364700317, -2.452697515487671, -4.774831771850586, -5.4725189208984375, -3.4852468967437744]",tensor(0.9942)
neutral_d15d502b9f88281164f98e049d82925d,40-49,Male,White,neutral,4,4,"[-0.25477778911590576, -3.60136079788208, -3.131122350692749, -5.421236515045166, 2.270315647125244, -0.12599429488182068, -1.4238864183425903]",tensor(0.8307)
fear_520946fe2484192e409466f3000b1336,40-49,Male,Latino_Hispanic,fear,2,2,"[0.5477074384689331, -3.2391605377197266, 2.6076459884643555, -8.786653518676758, -0.7824944257736206, -3.1274662017822266, 0.23791998624801636]",tensor(0.7931)
happy_41e82c1791f48cca03c7421aeb8dcf40,10-19,Female,Black,happy,3,3,"[-7.186107158660889, -4.809221267700195, -5.087386131286621, 7.453681468963623, 0.7879864573478699, -6.4267497062683105, -2.8236567974090576]",tensor(0.9987)
sad_c3f84c5cd353aa656e452524fe2573d8,60-69,Female,Latino_Hispanic,sad,5,1,"[0.9586873054504395, 8.168536186218262, -9.368171691894531, -4.531903266906738, -3.9763519763946533, -0.284728080034256, -4.98745584487915]",tensor(0.9990)
sad_99ce705dcad1eae1529aab03c6b59358,40-49,Male,White,sad,5,6,"[-7.438248634338379, -8.096694946289062, -0.11269958317279816, -5.8345794677734375, 3.164391040802002, -1.5503805875778198, 4.7514824867248535]",tensor(0.8237)
