id,age,gender,race,label,y_true,y_pred,logits,conf
angry_08e3f0a3bdb61ad94d5489195ff65b4a,40-49,Male,White,angry,0,1,"[2.8850579261779785, 11.1491117477417, -4.248717784881592, -7.434657573699951, -10.207330703735352, -0.30144640803337097, -3.223574638366699]",tensor(0.9997)
neutral_66e0caef40889012857562f63b60144d,00-02,Female,White,neutral,4,4,"[3.07533597946167, -7.618050575256348, -8.623701095581055, -6.536862373352051, 4.538419723510742, 1.3934320211410522, -5.335156440734863]",tensor(0.7845)
neutral_caaabab610effc9afd66f8646bee63a8,50-59,Male,White,neutral,4,4,"[-0.5809864401817322, -2.386239767074585, -5.162808418273926, -1.2521088123321533, 2.5213818550109863, -0.3179791271686554, -5.975078582763672]",tensor(0.8815)
sad_3ef4246c003733a4c541cecd34645d10,03-09,Female,White,sad,5,5,"[-3.981039524078369, -6.23397159576416, -10.789443016052246, -3.5454304218292236, 1.4708105325698853, 7.767514705657959, -4.7148566246032715]",tensor(0.9981)
surprise_f781b3d2bf28cee826a2f69846cdad14,30-39,Male,Latino_Hispanic,surprise,6,4,"[-5.3303914070129395, -3.413196563720703, -2.712155818939209, -5.418156623840332, 2.8563685417175293, -1.9927080869674683, 1.4687515497207642]",tensor(0.7913)
sad_efc64a29e7c7a0cbbb0405ea41ad14de,20-29,Female,White,sad,5,5,"[-1.8835155963897705, -3.097973108291626, -2.084167957305908, -6.010101318359375, 0.13876959681510925, 5.128952503204346, -7.471058368682861]",tensor(0.9913)
neutral_38f86f8a2893190a1f145865406f8f37,20-29,Male,Black,neutral,4,4,"[-2.0397236347198486, -8.304819107055664, -7.9170613288879395, -8.311222076416016, 8.944982528686523, 1.694358229637146, -6.138880729675293]",tensor(0.9993)
fear_93f8b18fd1b7f176390ded6f218471b7,30-39,Male,White,fear,2,2,"[-1.8173023462295532, -6.502379894256592, 5.0458831787109375, -5.693709373474121, -2.594848155975342, -2.102679491043091, 4.280793190002441]",tensor(0.6814)
disgust_5cb1df32c8b8689a28a69149c45fd888,30-39,Male,White,disgust,1,1,"[3.5623652935028076, 7.8819193840026855, -5.5370659828186035, -4.056253910064697, -3.437387704849243, -1.5426201820373535, -7.4852728843688965]",tensor(0.9868)
disgust_28a936d658ae8ff9dac679faf3c8f903,00-02,Female,White,disgust,1,0,"[6.06725549697876, 3.1262874603271484, -4.596906661987305, -3.827866315841675, -5.207326412200928, -4.818324565887451, -1.0820106267929077]",tensor(0.9490)
